row_id,columns,error_type,right_value,error_value,missing_value,constraint,tuple_pairs
561,PhoneNumber,rule_violation,3342938000,33x2938000,0,"Constraint Violation: The HospitalName of Row 549 is equal to the HospitalName of Row 561, and The PhoneNumber of Row 549 is different from the PhoneNumber of Row 561.","(549, 561)"
562,PhoneNumber,rule_violation,3342938000,3342938xxx,0,"Constraint Violation: The HospitalName of Row 561 is equal to the HospitalName of Row 562, and The PhoneNumber of Row 561 is different from the PhoneNumber of Row 562.","(561, 562)"
562,MeasureName,rule_violation,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,0,"Constraint Violation: The MeasureCode of Row 344 is equal to the MeasureCode of Row 562, and The MeasureName of Row 344 is different from the MeasureName of Row 562.","(344, 562)"
564,EmergencyService,rule_violation,yes,xes,0,"Constraint Violation: The ZipCode of Row 548 is equal to the ZipCode of Row 564, and The EmergencyService of Row 548 is different from the EmergencyService of Row 564.","(548, 564)"
564,Stateavg,rule_violation,al_scip-vte-1,al_scipxvtex1,0,"Constraint Violation: The MeasureCode of Row 564 is equal to the MeasureCode of Row 928, and The Stateavg of Row 564 is different from the Stateavg of Row 928.","(564, 928)"
567,Stateavg,rule_violation,al_ami-2,xl_xmi-2,0,"Constraint Violation: The MeasureCode of Row 567 is equal to the MeasureCode of Row 981, and The Stateavg of Row 567 is different from the Stateavg of Row 981.","(567, 981)"
572,State,pattern_violation,al,ax,0,,
572,PhoneNumber,rule_violation,3347561400,334x561400,0,"Constraint Violation: The HospitalName of Row 572 is equal to the HospitalName of Row 585, and The PhoneNumber of Row 572 is different from the PhoneNumber of Row 585.","(572, 585)"
572,HospitalOwner,rule_violation,voluntary non-profit - other,voluntary non-profit - otxer,0,"Constraint Violation: The HospitalName of Row 572 is equal to the HospitalName of Row 579, and The HospitalOwner of Row 572 is different from the HospitalOwner of Row 579.","(572, 579)"
578,City,rule_violation,valley,vallex,0,"Constraint Violation: The HospitalName of Row 569 is equal to the HospitalName of Row 578, and The City of Row 569 is different from the City of Row 578.","(569, 578)"
578,CountyName,pattern_violation,chambers,xhambers,0,,
579,EmergencyService,rule_violation,yes,xes,0,"Constraint Violation: The ZipCode of Row 566 is equal to the ZipCode of Row 579, and The EmergencyService of Row 566 is different from the EmergencyService of Row 579.","(566, 579)"
580,MeasureCode,rule_violation,pn-5c,px-5c,0,"Constraint Violation: The MeasureName of Row 455 is equal to the MeasureName of Row 580, and The MeasureCode of Row 455 is different from the MeasureCode of Row 580.","(455, 580)"
580,Sample,pattern_violation,50 patients,50 pxtients,0,,
587,EmergencyService,rule_violation,yes,xes,0,"Constraint Violation: The ZipCode of Row 570 is equal to the ZipCode of Row 587, and The EmergencyService of Row 570 is different from the EmergencyService of Row 587.","(570, 587)"
588,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
588,Sample,pattern_violation,172 patients,172 patxents,0,,
590,City,rule_violation,valley,vxlley,0,"Constraint Violation: The HospitalName of Row 574 is equal to the HospitalName of Row 590, and The City of Row 574 is different from the City of Row 590.","(574, 590)"
590,CountyName,pattern_violation,chambers,chaxbers,0,,
592,State,rule_violation,al,ax,0,"Constraint Violation: The HospitalName of Row 592 is equal to the HospitalName of Row 597, and The PhoneNumber of Row 592 is equal to the PhoneNumber of Row 597, and The HospitalOwner of Row 592 is equal to the HospitalOwner of Row 597, and The State of Row 592 is different from the State of Row 597.","(592, 597)"
593,PhoneNumber,rule_violation,3348972257,33x8972257,0,"Constraint Violation: The HospitalName of Row 593 is equal to the HospitalName of Row 598, and The PhoneNumber of Row 593 is different from the PhoneNumber of Row 598.","(593, 598)"
599,Condition,rule_violation,heart failure,heart faixure,0,"Constraint Violation: The MeasureCode of Row 599 is equal to the MeasureCode of Row 885, and The Condition of Row 599 is different from the Condition of Row 885.","(599, 885)"
601,City,rule_violation,elba,exba,0,"Constraint Violation: The HospitalName of Row 601 is equal to the HospitalName of Row 603, and The City of Row 601 is different from the City of Row 603.","(601, 603)"
602,CountyName,rule_violation,coffee,coffxx,0,"Constraint Violation: The City of Row 602 is equal to the City of Row 603, and The CountyName of Row 602 is different from the CountyName of Row 603.","(602, 603)"
608,ProviderNumber,rule_violation,10027,x0027,0,"Constraint Violation: The HospitalName of Row 604 is equal to the HospitalName of Row 608, and The ProviderNumber of Row 604 is different from the ProviderNumber of Row 608.","(604, 608)"
608,Condition,rule_violation,surgical infection prevention,surgical ixfectiox prevextiox,0,"Constraint Violation: The MeasureCode of Row 508 is equal to the MeasureCode of Row 608, and The Condition of Row 508 is different from the Condition of Row 608.","(508, 608)"
612,MeasureName,rule_violation,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,0,"Constraint Violation: The MeasureCode of Row 612 is equal to the MeasureCode of Row 798, and The MeasureName of Row 612 is different from the MeasureName of Row 798.","(612, 798)"
622,Stateavg,rule_violation,al_ami-8a,al_amix8a,0,"Constraint Violation: The MeasureCode of Row 200 is equal to the MeasureCode of Row 622, and The Stateavg of Row 200 is different from the Stateavg of Row 622.","(200, 622)"
627,ProviderNumber,rule_violation,10029,x0029,0,"Constraint Violation: The HospitalName of Row 627 is equal to the HospitalName of Row 635, and The ProviderNumber of Row 627 is different from the ProviderNumber of Row 635.","(627, 635)"
628,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 628 is equal to the ZipCode of Row 638, and The EmergencyService of Row 628 is different from the EmergencyService of Row 638.","(628, 638)"
631,Condition,rule_violation,pneumonia,pneumonxa,0,"Constraint Violation: The MeasureCode of Row 531 is equal to the MeasureCode of Row 631, and The Condition of Row 531 is different from the Condition of Row 631.","(531, 631)"
633,CountyName,rule_violation,lee,xee,0,"Constraint Violation: The City of Row 624 is equal to the City of Row 633, and The CountyName of Row 624 is different from the CountyName of Row 633.","(624, 633)"
634,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
639,ProviderNumber,rule_violation,10029,1xx29,0,"Constraint Violation: The HospitalName of Row 628 is equal to the HospitalName of Row 639, and The ProviderNumber of Row 628 is different from the ProviderNumber of Row 639.","(628, 639)"
639,MeasureCode,rule_violation,scip-vte-1,scip-vtx-1,0,"Constraint Violation: The MeasureName of Row 639 is equal to the MeasureName of Row 800, and The MeasureCode of Row 639 is different from the MeasureCode of Row 800.","(639, 800)"
645,ProviderNumber,rule_violation,10032,1xx32,0,"Constraint Violation: The HospitalName of Row 645 is equal to the HospitalName of Row 662, and The ProviderNumber of Row 645 is different from the ProviderNumber of Row 662.","(645, 662)"
646,Stateavg,rule_violation,al_ami-7a,alxami-7a,0,"Constraint Violation: The MeasureCode of Row 646 is equal to the MeasureCode of Row 671, and The Stateavg of Row 646 is different from the Stateavg of Row 671.","(646, 671)"
648,MeasureCode,rule_violation,hf-1,hfx1,0,"Constraint Violation: The MeasureName of Row 648 is equal to the MeasureName of Row 884, and The MeasureCode of Row 648 is different from the MeasureCode of Row 884.","(648, 884)"
650,MeasureName,rule_violation,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),0,"Constraint Violation: The MeasureCode of Row 475 is equal to the MeasureCode of Row 650, and The MeasureName of Row 475 is different from the MeasureName of Row 650.","(475, 650)"
651,MeasureName,rule_violation,heart failure patients given smoking cessation advice/counseling,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,0,"Constraint Violation: The MeasureCode of Row 323 is equal to the MeasureCode of Row 651, and The MeasureName of Row 323 is different from the MeasureName of Row 651.","(323, 651)"
652,Address1,rule_violation,209 north main street,209 xorth maix street,0,"Constraint Violation: The HospitalName of Row 649 is equal to the HospitalName of Row 652, and The Address1 of Row 649 is different from the Address1 of Row 652.","(649, 652)"
653,EmergencyService,rule_violation,no,xo,0,"Constraint Violation: The ZipCode of Row 653 is equal to the ZipCode of Row 658, and The EmergencyService of Row 653 is different from the EmergencyService of Row 658.","(653, 658)"
654,HospitalName,rule_violation,wedowee hospital,wedowee hosxital,0,"Constraint Violation: The ProviderNumber of Row 646 is equal to the ProviderNumber of Row 654, and The HospitalName of Row 646 is different from the HospitalName of Row 654.","(646, 654)"
654,City,pattern_violation,wedowee,wxdowxx,0,,
655,ProviderNumber,rule_violation,10032,1xx32,0,"Constraint Violation: The HospitalName of Row 655 is equal to the HospitalName of Row 660, and The ProviderNumber of Row 655 is different from the ProviderNumber of Row 660.","(655, 660)"
666,PhoneNumber,rule_violation,2059344011,20593xx011,0,"Constraint Violation: The HospitalName of Row 666 is equal to the HospitalName of Row 671, and The PhoneNumber of Row 666 is different from the PhoneNumber of Row 671.","(666, 671)"
668,Sample,pattern_violation,87 patients,87 paxienxs,0,,
672,CountyName,rule_violation,jefferson,jxffxrson,0,"Constraint Violation: The City of Row 217 is equal to the City of Row 672, and The CountyName of Row 217 is different from the CountyName of Row 672.","(217, 672)"
672,MeasureName,rule_violation,heart attack patients given pci within 90 minutes of arrival,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,0,"Constraint Violation: The MeasureCode of Row 175 is equal to the MeasureCode of Row 672, and The MeasureName of Row 175 is different from the MeasureName of Row 672.","(175, 672)"
673,MeasureCode,rule_violation,hf-1,xf-1,0,"Constraint Violation: The MeasureName of Row 386 is equal to the MeasureName of Row 673, and The MeasureCode of Row 386 is different from the MeasureCode of Row 673.","(386, 673)"
673,Sample,pattern_violation,618 patients,618 xatients,0,,
674,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 670 is equal to the ZipCode of Row 674, and The EmergencyService of Row 670 is different from the EmergencyService of Row 674.","(670, 674)"
676,MeasureCode,rule_violation,hf-4,hfx4,0,"Constraint Violation: The MeasureName of Row 179 is equal to the MeasureName of Row 676, and The MeasureCode of Row 179 is different from the MeasureCode of Row 676.","(179, 676)"
678,Stateavg,rule_violation,al_pn-3b,alxpn-3b,0,"Constraint Violation: The MeasureCode of Row 678 is equal to the MeasureCode of Row 992, and The Stateavg of Row 678 is different from the Stateavg of Row 992.","(678, 992)"
679,ZipCode,rule_violation,35233,3x233,0,"Constraint Violation: The HospitalName of Row 674 is equal to the HospitalName of Row 679, and The ZipCode of Row 674 is different from the ZipCode of Row 679.","(674, 679)"
679,Condition,rule_violation,pneumonia,xneumonia,0,"Constraint Violation: The MeasureCode of Row 504 is equal to the MeasureCode of Row 679, and The Condition of Row 504 is different from the Condition of Row 679.","(504, 679)"
685,ZipCode,rule_violation,35233,x52xx,0,"Constraint Violation: The HospitalName of Row 685 is equal to the HospitalName of Row 686, and The ZipCode of Row 685 is different from the ZipCode of Row 686.","(685, 686)"
689,CountyName,rule_violation,jefferson,jexxerson,0,"Constraint Violation: The City of Row 300 is equal to the City of Row 689, and The CountyName of Row 300 is different from the CountyName of Row 689.","(300, 689)"
690,City,rule_violation,birmingham,birminxham,0,"Constraint Violation: The HospitalName of Row 679 is equal to the HospitalName of Row 690, and The City of Row 679 is different from the City of Row 690.","(679, 690)"
691,MeasureCode,rule_violation,ami-1,amix1,0,"Constraint Violation: The MeasureName of Row 44 is equal to the MeasureName of Row 691, and The MeasureCode of Row 44 is different from the MeasureCode of Row 691.","(44, 691)"
692,CountyName,rule_violation,elmore,elmoxe,0,"Constraint Violation: The City of Row 692 is equal to the City of Row 712, and The CountyName of Row 692 is different from the CountyName of Row 712.","(692, 712)"
694,MeasureCode,rule_violation,ami-4,amx-4,0,"Constraint Violation: The MeasureName of Row 147 is equal to the MeasureName of Row 694, and The MeasureCode of Row 147 is different from the MeasureCode of Row 694.","(147, 694)"
695,HospitalType,pattern_violation,acute care hospitals,acute cxre hospitxls,0,,
695,Condition,rule_violation,heart attack,heart attaxk,0,"Constraint Violation: The MeasureCode of Row 645 is equal to the MeasureCode of Row 695, and The Condition of Row 645 is different from the Condition of Row 695.","(645, 695)"
696,City,rule_violation,tallassee,tallaxxee,0,"Constraint Violation: The HospitalName of Row 696 is equal to the HospitalName of Row 702, and The City of Row 696 is different from the City of Row 702.","(696, 702)"
697,HospitalName,rule_violation,community hospital inc,communitx hospital inc,0,"Constraint Violation: The ProviderNumber of Row 697 is equal to the ProviderNumber of Row 710, and The HospitalName of Row 697 is different from the HospitalName of Row 710.","(697, 710)"
698,CountyName,rule_violation,elmore,elxore,0,"Constraint Violation: The City of Row 698 is equal to the City of Row 704, and The CountyName of Row 698 is different from the CountyName of Row 704.","(698, 704)"
698,Condition,rule_violation,heart failure,hexrt fxilure,0,"Constraint Violation: The MeasureCode of Row 176 is equal to the MeasureCode of Row 698, and The Condition of Row 176 is different from the Condition of Row 698.","(176, 698)"
698,Score,pattern_violation,88%,xx%,0,,
699,PhoneNumber,rule_violation,3342836541,334x836541,0,"Constraint Violation: The HospitalName of Row 699 is equal to the HospitalName of Row 700, and The PhoneNumber of Row 699 is different from the PhoneNumber of Row 700.","(699, 700)"
701,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 701 is equal to the HospitalName of Row 714, and The PhoneNumber of Row 701 is equal to the PhoneNumber of Row 714, and The HospitalOwner of Row 701 is equal to the HospitalOwner of Row 714, and The State of Row 701 is different from the State of Row 714.","(701, 714)"
704,ProviderNumber,rule_violation,10034,100x4,0,"Constraint Violation: The HospitalName of Row 703 is equal to the HospitalName of Row 704, and The ProviderNumber of Row 703 is different from the ProviderNumber of Row 704.","(703, 704)"
705,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
705,MeasureName,rule_violation,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,0,"Constraint Violation: The MeasureCode of Row 705 is equal to the MeasureCode of Row 791, and The MeasureName of Row 705 is different from the MeasureName of Row 791.","(705, 791)"
706,MeasureName,rule_violation,pneumonia patients given the most appropriate initial antibiotic(s),pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),0,"Constraint Violation: The MeasureCode of Row 656 is equal to the MeasureCode of Row 706, and The MeasureName of Row 656 is different from the MeasureName of Row 706.","(656, 706)"
710,HospitalName,rule_violation,community hospital inc,communixy hospixal inc,0,"Constraint Violation: The ProviderNumber of Row 699 is equal to the ProviderNumber of Row 710, and The HospitalName of Row 699 is different from the HospitalName of Row 710.","(699, 710)"
710,ZipCode,pattern_violation,36078,36x78,0,,
711,Score,pattern_violation,100%,1xx%,0,,
712,Condition,rule_violation,surgical infection prevention,surgical infection xrevention,0,"Constraint Violation: The MeasureCode of Row 375 is equal to the MeasureCode of Row 712, and The Condition of Row 375 is different from the Condition of Row 712.","(375, 712)"
713,PhoneNumber,rule_violation,3342836541,33x28365x1,0,"Constraint Violation: The HospitalName of Row 705 is equal to the HospitalName of Row 713, and The PhoneNumber of Row 705 is different from the PhoneNumber of Row 713.","(705, 713)"
713,MeasureName,rule_violation,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),0,"Constraint Violation: The MeasureCode of Row 266 is equal to the MeasureCode of Row 713, and The MeasureName of Row 266 is different from the MeasureName of Row 713.","(266, 713)"
716,Condition,rule_violation,heart attack,heartxattack,0,"Constraint Violation: The MeasureCode of Row 716 is equal to the MeasureCode of Row 877, and The Condition of Row 716 is different from the Condition of Row 877.","(716, 877)"
718,MeasureCode,rule_violation,ami-3,amx-3,0,"Constraint Violation: The MeasureName of Row 718 is equal to the MeasureName of Row 879, and The MeasureCode of Row 718 is different from the MeasureCode of Row 879.","(718, 879)"
718,Score,pattern_violation,67%,x7%,0,,
721,ProviderNumber,rule_violation,10035,100x5,0,"Constraint Violation: The HospitalName of Row 721 is equal to the HospitalName of Row 729, and The ProviderNumber of Row 721 is different from the ProviderNumber of Row 729.","(721, 729)"
721,Stateavg,rule_violation,al_ami-7a,al_amx-7a,0,"Constraint Violation: The MeasureCode of Row 49 is equal to the MeasureCode of Row 721, and The Stateavg of Row 49 is different from the Stateavg of Row 721.","(49, 721)"
722,CountyName,rule_violation,cullman,cxllman,0,"Constraint Violation: The City of Row 716 is equal to the City of Row 722, and The CountyName of Row 716 is different from the CountyName of Row 722.","(716, 722)"
724,ProviderNumber,rule_violation,10035,1xx35,0,"Constraint Violation: The HospitalName of Row 724 is equal to the HospitalName of Row 737, and The ProviderNumber of Row 724 is different from the ProviderNumber of Row 737.","(724, 737)"
729,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
729,MeasureCode,rule_violation,pn-4,px-4,0,"Constraint Violation: The MeasureName of Row 454 is equal to the MeasureName of Row 729, and The MeasureCode of Row 454 is different from the MeasureCode of Row 729.","(454, 729)"
730,HospitalName,rule_violation,cullman regional medical center,cullmxn regionxl medicxl center,0,"Constraint Violation: The ProviderNumber of Row 727 is equal to the ProviderNumber of Row 730, and The HospitalName of Row 727 is different from the HospitalName of Row 730.","(727, 730)"
730,CountyName,rule_violation,cullman,cxllman,0,"Constraint Violation: The City of Row 717 is equal to the City of Row 730, and The CountyName of Row 717 is different from the CountyName of Row 730.","(717, 730)"
733,Condition,rule_violation,surgical infection prevention,suxgical infection pxevention,0,"Constraint Violation: The MeasureCode of Row 186 is equal to the MeasureCode of Row 733, and The Condition of Row 186 is different from the Condition of Row 733.","(186, 733)"
735,MeasureCode,rule_violation,scip-inf-2,scix-inf-2,0,"Constraint Violation: The MeasureName of Row 444 is equal to the MeasureName of Row 735, and The MeasureCode of Row 444 is different from the MeasureCode of Row 735.","(444, 735)"
736,Address1,rule_violation,1912 alabama highway 157,1912xalabamaxhighwayx157,0,"Constraint Violation: The HospitalName of Row 735 is equal to the HospitalName of Row 736, and The Address1 of Row 735 is different from the Address1 of Row 736.","(735, 736)"
736,City,rule_violation,cullman,cuxxman,0,"Constraint Violation: The HospitalName of Row 725 is equal to the HospitalName of Row 736, and The City of Row 725 is different from the City of Row 736.","(725, 736)"
744,HospitalOwner,rule_violation,proprietary,prxprietary,0,"Constraint Violation: The HospitalName of Row 744 is equal to the HospitalName of Row 761, and The HospitalOwner of Row 744 is different from the HospitalOwner of Row 761.","(744, 761)"
749,MeasureCode,rule_violation,hf-2,hx-2,0,"Constraint Violation: The MeasureName of Row 724 is equal to the MeasureName of Row 749, and The MeasureCode of Row 724 is different from the MeasureCode of Row 749.","(724, 749)"
750,ZipCode,rule_violation,36420,3642x,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 750, and The ZipCode of Row 743 is different from the ZipCode of Row 750.","(743, 750)"
751,PhoneNumber,rule_violation,3342228466,334xxx8466,0,"Constraint Violation: The HospitalName of Row 742 is equal to the HospitalName of Row 751, and The PhoneNumber of Row 742 is different from the PhoneNumber of Row 751.","(742, 751)"
752,CountyName,rule_violation,covington,coxington,0,"Constraint Violation: The City of Row 752 is equal to the City of Row 763, and The CountyName of Row 752 is different from the CountyName of Row 763.","(752, 763)"
755,ProviderNumber,rule_violation,10036,1xx36,0,"Constraint Violation: The HospitalName of Row 755 is equal to the HospitalName of Row 761, and The ProviderNumber of Row 755 is different from the ProviderNumber of Row 761.","(755, 761)"
756,City,rule_violation,andalusia,andaluxia,0,"Constraint Violation: The HospitalName of Row 750 is equal to the HospitalName of Row 756, and The City of Row 750 is different from the City of Row 756.","(750, 756)"
758,HospitalName,rule_violation,andalusia regional hospital,andaxusia regionax hospitax,0,"Constraint Violation: The ProviderNumber of Row 758 is equal to the ProviderNumber of Row 765, and The HospitalName of Row 758 is different from the HospitalName of Row 765.","(758, 765)"
760,Stateavg,rule_violation,al_scip-inf-2,al_scipxinfx2,0,"Constraint Violation: The MeasureCode of Row 288 is equal to the MeasureCode of Row 760, and The Stateavg of Row 288 is different from the Stateavg of Row 760.","(288, 760)"
763,PhoneNumber,rule_violation,3342228466,33422284xx,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 763, and The PhoneNumber of Row 743 is different from the PhoneNumber of Row 763.","(743, 763)"
764,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 764, and The PhoneNumber of Row 743 is equal to the PhoneNumber of Row 764, and The HospitalOwner of Row 743 is equal to the HospitalOwner of Row 764, and The State of Row 743 is different from the State of Row 764.","(743, 764)"
764,Stateavg,rule_violation,al_scip-vte-1,al_scix-vte-1,0,"Constraint Violation: The MeasureCode of Row 142 is equal to the MeasureCode of Row 764, and The Stateavg of Row 142 is different from the Stateavg of Row 764.","(142, 764)"
765,HospitalName,rule_violation,andalusia regional hospital,andaluxia regional hoxpital,0,"Constraint Violation: The ProviderNumber of Row 757 is equal to the ProviderNumber of Row 765, and The HospitalName of Row 757 is different from the HospitalName of Row 765.","(757, 765)"
767,Address1,rule_violation,301 east 18th st,301 east 1xth st,0,"Constraint Violation: The HospitalName of Row 324 is equal to the HospitalName of Row 767, and The Address1 of Row 324 is different from the Address1 of Row 767.","(324, 767)"
769,Score,pattern_violation,93%,x3%,0,,
772,City,rule_violation,anniston,annxston,0,"Constraint Violation: The HospitalName of Row 772 is equal to the HospitalName of Row 773, and The City of Row 772 is different from the City of Row 773.","(772, 773)"
774,MeasureCode,rule_violation,cac-1,xax-1,0,"Constraint Violation: The MeasureName of Row 766 is equal to the MeasureName of Row 774, and The MeasureCode of Row 766 is different from the MeasureCode of Row 774.","(766, 774)"
776,Sample,pattern_violation,193 patients,193 paxienxs,0,,
777,HospitalName,rule_violation,huntsville hospital,huntsvxlle hospxtal,0,"Constraint Violation: The ProviderNumber of Row 777 is equal to the ProviderNumber of Row 784, and The HospitalName of Row 777 is different from the HospitalName of Row 784.","(777, 784)"
779,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
780,ProviderNumber,rule_violation,10039,1003x,0,"Constraint Violation: The HospitalName of Row 779 is equal to the HospitalName of Row 780, and The ProviderNumber of Row 779 is different from the ProviderNumber of Row 780.","(779, 780)"
780,Condition,rule_violation,heart attack,heart attaxk,0,"Constraint Violation: The MeasureCode of Row 197 is equal to the MeasureCode of Row 780, and The Condition of Row 197 is different from the Condition of Row 780.","(197, 780)"
782,HospitalType,pattern_violation,acute care hospitals,acute care hospitaxs,0,,
784,HospitalOwner,rule_violation,government - hospital district or authority,goverxmext - hospital district or authority,0,"Constraint Violation: The HospitalName of Row 781 is equal to the HospitalName of Row 784, and The HospitalOwner of Row 781 is different from the HospitalOwner of Row 784.","(781, 784)"
785,CountyName,rule_violation,madison,madisxn,0,"Constraint Violation: The City of Row 785 is equal to the City of Row 786, and The CountyName of Row 785 is different from the CountyName of Row 786.","(785, 786)"
785,MeasureName,rule_violation,heart failure patients given an evaluation of left ventricular systolic (lvs) function,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,0,"Constraint Violation: The MeasureCode of Row 102 is equal to the MeasureCode of Row 785, and The MeasureName of Row 102 is different from the MeasureName of Row 785.","(102, 785)"
787,Stateavg,rule_violation,al_hf-4,al_hf-x,0,"Constraint Violation: The MeasureCode of Row 364 is equal to the MeasureCode of Row 787, and The Stateavg of Row 364 is different from the Stateavg of Row 787.","(364, 787)"
788,MeasureCode,rule_violation,pn-2,pn-x,0,"Constraint Violation: The MeasureName of Row 788 is equal to the MeasureName of Row 941, and The MeasureCode of Row 788 is different from the MeasureCode of Row 941.","(788, 941)"
789,ProviderNumber,rule_violation,10039,1xx39,0,"Constraint Violation: The HospitalName of Row 776 is equal to the HospitalName of Row 789, and The ProviderNumber of Row 776 is different from the ProviderNumber of Row 789.","(776, 789)"
791,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 774 is equal to the HospitalName of Row 791, and The PhoneNumber of Row 774 is equal to the PhoneNumber of Row 791, and The HospitalOwner of Row 774 is equal to the HospitalOwner of Row 791, and The State of Row 774 is different from the State of Row 791.","(774, 791)"
793,ProviderNumber,rule_violation,10039,100x9,0,"Constraint Violation: The HospitalName of Row 791 is equal to the HospitalName of Row 793, and The ProviderNumber of Row 791 is different from the ProviderNumber of Row 793.","(791, 793)"
796,Stateavg,rule_violation,al_scip-inf-2,xl_scip-inf-2,0,"Constraint Violation: The MeasureCode of Row 444 is equal to the MeasureCode of Row 796, and The Stateavg of Row 444 is different from the Stateavg of Row 796.","(444, 796)"
797,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 779 is equal to the ZipCode of Row 797, and The EmergencyService of Row 779 is different from the EmergencyService of Row 797.","(779, 797)"
798,CountyName,rule_violation,madison,madisox,0,"Constraint Violation: The City of Row 794 is equal to the City of Row 798, and The CountyName of Row 794 is different from the CountyName of Row 798.","(794, 798)"
802,MeasureName,rule_violation,heart attack patients given aspirin at arrival,heart attack patxents gxven aspxrxn at arrxval,0,"Constraint Violation: The MeasureCode of Row 244 is equal to the MeasureCode of Row 802, and The MeasureName of Row 244 is different from the MeasureName of Row 802.","(244, 802)"
809,EmergencyService,rule_violation,yes,xes,0,"Constraint Violation: The ZipCode of Row 809 is equal to the ZipCode of Row 820, and The EmergencyService of Row 809 is different from the EmergencyService of Row 820.","(809, 820)"
814,HospitalType,pattern_violation,acute care hospitals,axute care hospitals,0,,
815,ZipCode,rule_violation,35903,x590x,0,"Constraint Violation: The HospitalName of Row 815 is equal to the HospitalName of Row 824, and The ZipCode of Row 815 is different from the ZipCode of Row 824.","(815, 824)"
816,MeasureName,rule_violation,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,0,"Constraint Violation: The MeasureCode of Row 368 is equal to the MeasureCode of Row 816, and The MeasureName of Row 368 is different from the MeasureName of Row 816.","(368, 816)"
821,City,rule_violation,gadsden,gxdsden,0,"Constraint Violation: The HospitalName of Row 814 is equal to the HospitalName of Row 821, and The City of Row 814 is different from the City of Row 821.","(814, 821)"
824,PhoneNumber,rule_violation,2564944000,2564944xxx,0,"Constraint Violation: The HospitalName of Row 812 is equal to the HospitalName of Row 824, and The PhoneNumber of Row 812 is different from the PhoneNumber of Row 824.","(812, 824)"
827,Stateavg,rule_violation,al_ami-1,xl_xmi-1,0,"Constraint Violation: The MeasureCode of Row 354 is equal to the MeasureCode of Row 827, and The Stateavg of Row 354 is different from the Stateavg of Row 827.","(354, 827)"
842,MeasureCode,rule_violation,pn-6,pnx6,0,"Constraint Violation: The MeasureName of Row 842 is equal to the MeasureName of Row 867, and The MeasureCode of Row 842 is different from the MeasureCode of Row 867.","(842, 867)"
842,Stateavg,pattern_violation,al_pn-6,al_pnx6,0,,
845,Sample,pattern_violation,4 patients,4 patiexts,0,,
846,HospitalOwner,rule_violation,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,0,"Constraint Violation: The HospitalName of Row 840 is equal to the HospitalName of Row 846, and The HospitalOwner of Row 840 is different from the HospitalOwner of Row 846.","(840, 846)"
848,HospitalType,pattern_violation,acute care hospitals,acute caxe hospitals,0,,
849,Address1,rule_violation,1010 lay dam road,x0x0 lay dam road,0,"Constraint Violation: The HospitalName of Row 832 is equal to the HospitalName of Row 849, and The Address1 of Row 832 is different from the Address1 of Row 849.","(832, 849)"
851,Condition,rule_violation,surgical infection prevention,surgical infxction prxvxntion,0,"Constraint Violation: The MeasureCode of Row 43 is equal to the MeasureCode of Row 851, and The Condition of Row 43 is different from the Condition of Row 851.","(43, 851)"
855,City,rule_violation,hamilton,hamilxon,0,"Constraint Violation: The HospitalName of Row 855 is equal to the HospitalName of Row 864, and The City of Row 855 is different from the City of Row 864.","(855, 864)"
