row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
845,title,pattern_violation,_on Flux,Æon Flux,0
6956,language,pattern_violation,en,English,0
6957,language,pattern_violation,en,English,0
6958,language,pattern_violation,en,English,0
6959,language,pattern_violation,en,English,0
6960,language,pattern_violation,en,English,0
6961,language,pattern_violation,en,English,0
6962,language,pattern_violation,en,English,0
6963,language,pattern_violation,en,English,0
6964,language,pattern_violation,en,English,0
6965,language,pattern_violation,en,English,0
6966,language,pattern_violation,en,English,0
6967,language,pattern_violation,en,English,0
6968,language,pattern_violation,en,English,0
6969,language,pattern_violation,en,English,0
6970,language,pattern_violation,en,English,0
6971,language,pattern_violation,en,English,0
6972,language,pattern_violation,fr,French,0
6973,language,pattern_violation,en,English,0
6974,language,pattern_violation,en,English,0
6975,language,pattern_violation,en,English,0
6976,language,pattern_violation,en,English,0
6977,language,pattern_violation,en,English,0
6978,language,pattern_violation,en,English,0
6979,language,pattern_violation,en,English,0
6980,language,pattern_violation,en,English,0
6981,language,pattern_violation,en,English,0
6982,language,pattern_violation,en,English,0
6983,language,pattern_violation,en,English,0
6984,language,pattern_violation,en,English,0
6985,language,pattern_violation,en,English,0
6986,language,pattern_violation,en,English,0
6987,language,pattern_violation,en,English,0
6988,language,pattern_violation,en,English,0
6989,language,pattern_violation,en,English,0
6990,language,pattern_violation,en,English,0
6991,language,pattern_violation,en,English,0
6992,language,pattern_violation,en,English,0
6993,language,pattern_violation,en,English,0
6994,language,pattern_violation,es,Spanish,0
6995,language,pattern_violation,en,English,0
6996,language,pattern_violation,en,English,0
6997,language,pattern_violation,en,English,0
6998,language,pattern_violation,en,English,0
6999,language,pattern_violation,en,English,0
7000,language,pattern_violation,en,English,0
7001,language,pattern_violation,en,English,0
7002,language,pattern_violation,en,English,0
7004,language,pattern_violation,en,English,0
7005,language,pattern_violation,en,English,0
7006,language,pattern_violation,en,English,0
7007,language,pattern_violation,en,English,0
7008,language,pattern_violation,en,English,0
7009,language,pattern_violation,en,English,0
7010,language,pattern_violation,en,English,0
7011,language,pattern_violation,en,English,0
7012,language,pattern_violation,en,English,0
7013,language,pattern_violation,en,English,0
7014,language,pattern_violation,en,English,0
7015,language,pattern_violation,en,English,0
7016,language,pattern_violation,en,English,0
7017,language,pattern_violation,en,English,0
7018,language,pattern_violation,en,English,0
7019,language,pattern_violation,en,English,0
7020,language,pattern_violation,en,English,0
7021,language,pattern_violation,en,English,0
7022,language,pattern_violation,en,English,0
7023,language,pattern_violation,en,English,0
7024,language,pattern_violation,en,English,0
7025,language,pattern_violation,en,English,0
7026,language,pattern_violation,fr,French,0
7027,language,pattern_violation,en,English,0
7028,language,pattern_violation,en,English,0
7029,language,pattern_violation,en,English,0
7030,language,pattern_violation,en,English,0
7031,language,pattern_violation,en,English,0
7032,language,pattern_violation,en,English,0
7033,language,pattern_violation,en,English,0
7034,language,pattern_violation,en,English,0
7035,language,pattern_violation,en,English,0
7036,language,pattern_violation,en,English,0
7037,language,pattern_violation,fr,French,0
7038,language,pattern_violation,en,English,0
7039,language,pattern_violation,en,English,0
7040,language,pattern_violation,en,English,0
7041,language,pattern_violation,es,Spanish,0
7042,language,pattern_violation,en,English,0
7043,language,pattern_violation,en,English,0
7044,language,pattern_violation,zh,Chinese,0
7045,language,pattern_violation,en,English,0
7046,language,pattern_violation,en,English,0
7047,language,pattern_violation,en,English,0
7048,language,pattern_violation,en,English,0
7049,language,pattern_violation,en,English,0
7050,language,pattern_violation,ko,Korean,0
7051,language,pattern_violation,en,English,0
7052,language,pattern_violation,en,English,0
7053,language,pattern_violation,en,English,0
7054,language,pattern_violation,en,English,0
7055,language,pattern_violation,en,English,0
7056,language,pattern_violation,en,English,0
7057,language,pattern_violation,en,English,0
7058,language,pattern_violation,en,English,0
7059,language,pattern_violation,en,English,0
7060,language,pattern_violation,en,English,0
7061,language,pattern_violation,en,English,0
7062,language,pattern_violation,en,English,0
7063,language,pattern_violation,en,English,0
7064,language,pattern_violation,en,English,0
7065,language,pattern_violation,en,English,0
7066,language,pattern_violation,en,English,0
7067,language,pattern_violation,en,English,0
7068,language,pattern_violation,en,English,0
7069,language,pattern_violation,en,English,0
7070,language,pattern_violation,en,English,0
7071,language,pattern_violation,en,English,0
7072,language,pattern_violation,en,English,0
7073,language,pattern_violation,en,English,0
7074,language,pattern_violation,en,English,0
7075,language,pattern_violation,en,English,0
7076,language,pattern_violation,en,English,0
7077,language,pattern_violation,en,English,0
7078,language,pattern_violation,en,English,0
7079,language,pattern_violation,en,English,0
7080,language,pattern_violation,en,English,0
7081,language,pattern_violation,en,English,0
7082,language,pattern_violation,en,English,0
7083,language,pattern_violation,en,English,0
7084,language,pattern_violation,en,English,0
7085,language,pattern_violation,en,English,0
7086,language,pattern_violation,en,English,0
7087,language,pattern_violation,en,English,0
7088,language,pattern_violation,en,English,0
7089,language,pattern_violation,en,English,0
7090,language,pattern_violation,en,English,0
7091,language,pattern_violation,en,English,0
7092,language,pattern_violation,en,English,0
7093,language,pattern_violation,en,English,0
7094,language,pattern_violation,en,English,0
7095,language,pattern_violation,en,English,0
7096,language,pattern_violation,en,English,0
7097,language,pattern_violation,en,English,0
7098,language,pattern_violation,en,English,0
7099,language,pattern_violation,en,English,0
7100,language,pattern_violation,en,English,0
7101,language,pattern_violation,en,English,0
7102,language,pattern_violation,en,English,0
7103,language,pattern_violation,en,English,0
7104,language,pattern_violation,en,English,0
7105,language,pattern_violation,en,English,0
7106,language,pattern_violation,en,English,0
7107,language,pattern_violation,en,English,0
7108,language,pattern_violation,en,English,0
7109,language,pattern_violation,en,English,0
7110,language,pattern_violation,en,English,0
7111,language,pattern_violation,en,English,0
7112,language,pattern_violation,en,English,0
7113,language,pattern_violation,en,English,0
7114,language,pattern_violation,en,English,0
7115,language,pattern_violation,en,English,0
7116,language,pattern_violation,en,English,0
7117,language,pattern_violation,en,English,0
7118,language,pattern_violation,en,English,0
7119,language,pattern_violation,en,English,0
7120,language,pattern_violation,en,English,0
7121,language,pattern_violation,en,English,0
7122,language,pattern_violation,en,English,0
7123,language,pattern_violation,en,English,0
7124,language,pattern_violation,en,English,0
7125,language,pattern_violation,en,English,0
7126,language,pattern_violation,en,English,0
7127,language,pattern_violation,en,English,0
7128,language,pattern_violation,en,English,0
7129,language,pattern_violation,en,English,0
7130,language,pattern_violation,en,English,0
7131,language,pattern_violation,en,English,0
7132,language,pattern_violation,en,English,0
7133,language,pattern_violation,en,English,0
7134,language,pattern_violation,en,English,0
7135,language,pattern_violation,en,English,0
7136,language,pattern_violation,en,English,0
7137,language,pattern_violation,en,English,0
7138,language,pattern_violation,en,English,0
7139,language,pattern_violation,en,English,0
7140,language,pattern_violation,en,English,0
7141,language,pattern_violation,en,English,0
7142,language,pattern_violation,en,English,0
7143,language,pattern_violation,en,English,0
7144,language,pattern_violation,en,English,0
7145,language,pattern_violation,en,English,0
7146,language,pattern_violation,en,English,0
7147,language,pattern_violation,en,English,0
7148,language,pattern_violation,en,English,0
7149,language,pattern_violation,en,English,0
7150,language,pattern_violation,en,English,0
7151,language,pattern_violation,en,English,0
7152,language,pattern_violation,en,English,0
7153,language,pattern_violation,en,English,0
7154,language,pattern_violation,en,English,0
7155,language,pattern_violation,en,English,0
7156,language,pattern_violation,en,English,0
7157,language,pattern_violation,en,English,0
7158,language,pattern_violation,en,English,0
7159,language,pattern_violation,en,English,0
7160,language,pattern_violation,en,English,0
7161,language,pattern_violation,en,English,0
7162,language,pattern_violation,en,English,0
7163,language,pattern_violation,en,English,0
7164,language,pattern_violation,en,English,0
7165,language,pattern_violation,en,English,0
7166,language,pattern_violation,en,English,0
7167,language,pattern_violation,de,German,0
7168,language,pattern_violation,fr,French,0
7169,language,pattern_violation,en,English,0
7170,language,pattern_violation,zh,Chinese,0
7171,language,pattern_violation,en,English,0
7172,language,pattern_violation,ru,Russian,0
7173,language,pattern_violation,th,Thai,0
7174,language,pattern_violation,en,English,0
7175,language,pattern_violation,en,English,0
7176,language,pattern_violation,en,English,0
7177,language,pattern_violation,en,English,0
7178,language,pattern_violation,en,English,0
7179,language,pattern_violation,en,English,0
7180,language,pattern_violation,en,English,0
7181,language,pattern_violation,en,English,0
7182,language,pattern_violation,en,English,0
7183,language,pattern_violation,en,English,0
7184,language,pattern_violation,en,English,0
7185,language,pattern_violation,zh,Chinese,0
7186,language,pattern_violation,en,English,0
7187,language,pattern_violation,en,English,0
7188,language,pattern_violation,en,English,0
7189,language,pattern_violation,en,English,0
7190,language,pattern_violation,fr,French,0
7191,language,pattern_violation,en,English,0
7192,language,pattern_violation,en,English,0
7193,language,pattern_violation,da,Danish,0
7194,language,pattern_violation,en,English,0
7195,language,pattern_violation,en,English,0
7196,language,pattern_violation,en,English,0
7197,language,pattern_violation,en,English,0
7198,language,pattern_violation,en,English,0
7199,language,pattern_violation,en,English,0
7200,language,pattern_violation,en,English,0
7201,language,pattern_violation,en,English,0
7202,language,pattern_violation,en,English,0
7203,language,pattern_violation,en,English,0
7204,language,pattern_violation,en,English,0
7205,language,pattern_violation,en,English,0
7206,language,pattern_violation,en,English,0
7207,language,pattern_violation,en,English,0
7208,language,pattern_violation,en,English,0
7209,language,pattern_violation,en,English,0
7210,language,pattern_violation,en,English,0
7211,language,pattern_violation,en,English,0
7212,language,pattern_violation,en,English,0
7213,language,pattern_violation,en,English,0
7214,language,pattern_violation,en,English,0
7215,language,pattern_violation,en,English,0
7216,language,pattern_violation,en,English,0
7217,language,pattern_violation,en,English,0
7218,language,pattern_violation,en,English,0
7219,language,pattern_violation,en,English,0
7220,language,pattern_violation,en,English,0
7221,language,pattern_violation,en,English,0
7222,language,pattern_violation,en,English,0
7223,language,pattern_violation,en,English,0
7224,language,pattern_violation,en,English,0
7225,language,pattern_violation,en,English,0
7226,language,pattern_violation,en,English,0
7227,language,pattern_violation,en,English,0
7228,language,pattern_violation,fr,French,0
7229,language,pattern_violation,en,English,0
7230,language,pattern_violation,en,English,0
7231,language,pattern_violation,en,English,0
7232,language,pattern_violation,en,English,0
7233,language,pattern_violation,en,English,0
7234,language,pattern_violation,en,English,0
7235,language,pattern_violation,en,English,0
7236,language,pattern_violation,en,English,0
7237,language,pattern_violation,en,English,0
7238,language,pattern_violation,fr,French,0
7239,language,pattern_violation,fr,French,0
7240,language,pattern_violation,zh,Chinese,0
7241,language,pattern_violation,en,English,0
7242,language,pattern_violation,en,English,0
7243,language,pattern_violation,en,English,0
7244,language,pattern_violation,en,English,0
7245,language,pattern_violation,en,English,0
7246,language,pattern_violation,en,English,0
7247,language,pattern_violation,en,English,0
7248,language,pattern_violation,en,English,0
7249,language,pattern_violation,en,English,0
7250,language,pattern_violation,en,English,0
7251,language,pattern_violation,en,English,0
7252,language,pattern_violation,de,German,0
7253,language,pattern_violation,es,Spanish,0
7254,language,pattern_violation,en,English,0
7255,language,pattern_violation,en,English,0
7256,language,pattern_violation,en,English,0
7257,language,pattern_violation,en,English,0
7258,language,pattern_violation,en,English,0
7259,language,pattern_violation,en,English,0
7260,language,pattern_violation,en,English,0
7261,language,pattern_violation,en,English,0
7262,language,pattern_violation,en,English,0
7263,title,pattern_violation,"Dude, Where__ My Car?","Dude, Where’s My Car?",0
7263,language,pattern_violation,en,English,0
7264,language,pattern_violation,en,English,0
7265,language,pattern_violation,en,English,0
7266,language,pattern_violation,en,English,0
7267,language,pattern_violation,en,English,0
7268,language,pattern_violation,en,English,0
7269,language,pattern_violation,en,English,0
7270,language,pattern_violation,en,English,0
7271,language,pattern_violation,en,English,0
7272,language,pattern_violation,en,English,0
7273,language,pattern_violation,en,English,0
7274,language,pattern_violation,en,English,0
7275,language,pattern_violation,en,English,0
7276,language,pattern_violation,en,English,0
7277,language,pattern_violation,en,English,0
7278,language,pattern_violation,en,English,0
7279,language,pattern_violation,en,English,0
7280,language,pattern_violation,en,English,0
7281,language,pattern_violation,en,English,0
7282,language,pattern_violation,en,English,0
7283,language,pattern_violation,en,English,0
7284,language,pattern_violation,en,English,0
7285,language,pattern_violation,en,English,0
7286,language,pattern_violation,en,English,0
7287,language,pattern_violation,en,English,0
7288,language,pattern_violation,en,English,0
7289,language,pattern_violation,en,English,0
7290,language,pattern_violation,en,English,0
7291,language,pattern_violation,en,English,0
7292,language,pattern_violation,en,English,0
7293,language,pattern_violation,en,English,0
7294,language,pattern_violation,en,English,0
7295,language,pattern_violation,en,English,0
7296,language,pattern_violation,en,English,0
7297,language,pattern_violation,fr,French,0
7298,language,pattern_violation,en,English,0
7299,language,pattern_violation,en,English,0
7300,language,pattern_violation,en,English,0
7301,language,pattern_violation,en,English,0
7302,language,pattern_violation,en,English,0
7303,language,pattern_violation,en,English,0
7304,language,pattern_violation,en,English,0
7305,language,pattern_violation,en,English,0
7306,language,pattern_violation,en,English,0
7307,language,pattern_violation,en,English,0
7308,language,pattern_violation,en,English,0
7309,language,pattern_violation,en,English,0
7310,language,pattern_violation,en,English,0
7311,language,pattern_violation,en,English,0
7312,language,pattern_violation,ko,Korean,0
7313,language,pattern_violation,en,English,0
7314,language,pattern_violation,en,English,0
7316,language,pattern_violation,en,English,0
7317,language,pattern_violation,en,English,0
7318,language,pattern_violation,en,English,0
7319,language,pattern_violation,en,English,0
7320,language,pattern_violation,en,English,0
7321,language,pattern_violation,en,English,0
7322,language,pattern_violation,en,English,0
7323,language,pattern_violation,en,English,0
7324,language,pattern_violation,en,English,0
7325,language,pattern_violation,en,English,0
7326,language,pattern_violation,en,English,0
7327,language,pattern_violation,en,English,0
7328,language,pattern_violation,en,English,0
7329,language,pattern_violation,en,English,0
7330,language,pattern_violation,en,English,0
7331,language,pattern_violation,en,English,0
7332,language,pattern_violation,en,English,0
7333,language,pattern_violation,en,English,0
7334,language,pattern_violation,ko,Korean,0
7335,language,pattern_violation,en,English,0
7336,language,pattern_violation,en,English,0
7337,language,pattern_violation,en,English,0
7338,language,pattern_violation,en,English,0
7339,language,pattern_violation,fr,French,0
7340,language,pattern_violation,en,English,0
7341,language,pattern_violation,en,English,0
7342,language,pattern_violation,en,English,0
7343,language,pattern_violation,en,English,0
7344,language,pattern_violation,en,English,0
7345,language,pattern_violation,en,English,0
7346,language,pattern_violation,en,English,0
7347,language,pattern_violation,en,English,0
7348,language,pattern_violation,en,English,0
7349,language,pattern_violation,en,English,0
7350,language,pattern_violation,en,English,0
7351,language,pattern_violation,en,English,0
7352,language,pattern_violation,en,English,0
7353,language,pattern_violation,en,English,0
7354,language,pattern_violation,en,English,0
7355,language,pattern_violation,en,English,0
7356,language,pattern_violation,en,English,0
7357,language,pattern_violation,en,English,0
7358,language,pattern_violation,en,English,0
7359,language,pattern_violation,en,English,0
7360,language,pattern_violation,en,English,0
7361,language,pattern_violation,en,English,0
7362,language,pattern_violation,en,English,0
7363,language,pattern_violation,en,English,0
7364,language,pattern_violation,en,English,0
7365,language,pattern_violation,en,English,0
7366,language,pattern_violation,en,English,0
7367,language,pattern_violation,en,English,0
7368,language,pattern_violation,en,English,0
7369,language,pattern_violation,en,English,0
7370,language,pattern_violation,en,English,0
7371,language,pattern_violation,en,English,0
7372,language,pattern_violation,en,English,0
7373,language,pattern_violation,en,English,0
7374,language,pattern_violation,en,English,0
7375,language,pattern_violation,en,English,0
7376,language,pattern_violation,en,English,0
7377,language,pattern_violation,en,English,0
7378,language,pattern_violation,en,English,0
7379,language,pattern_violation,en,English,0
7380,language,pattern_violation,en,English,0
7381,language,pattern_violation,en,English,0
7382,language,pattern_violation,en,English,0
7383,language,pattern_violation,en,English,0
7384,language,pattern_violation,en,English,0
7385,language,pattern_violation,en,English,0
7386,language,pattern_violation,en,English,0
7387,language,pattern_violation,en,English,0
7388,language,pattern_violation,de,German,0
7389,language,pattern_violation,en,English,0
7390,language,pattern_violation,en,English,0
7391,language,pattern_violation,zh,Chinese,0
7392,language,pattern_violation,en,English,0
7393,language,pattern_violation,en,English,0
7394,language,pattern_violation,en,English,0
7395,language,pattern_violation,en,English,0
7396,language,pattern_violation,en,English,0
7397,language,pattern_violation,en,English,0
7398,language,pattern_violation,en,English,0
7399,language,pattern_violation,en,English,0
7400,language,pattern_violation,en,English,0
7401,language,pattern_violation,en,English,0
7402,language,pattern_violation,en,English,0
7403,language,pattern_violation,en,English,0
7404,language,pattern_violation,en,English,0
7405,language,pattern_violation,ko,Korean,0
7406,language,pattern_violation,en,English,0
7407,language,pattern_violation,en,English,0
7408,language,pattern_violation,en,English,0
7409,language,pattern_violation,it,Italian,0
7410,language,pattern_violation,en,English,0
7411,language,pattern_violation,en,English,0
7412,language,pattern_violation,zh,Chinese,0
7413,language,pattern_violation,en,English,0
7414,language,pattern_violation,en,English,0
7415,language,pattern_violation,en,English,0
7416,language,pattern_violation,ja,Japanese,0
7417,language,pattern_violation,en,English,0
7418,language,pattern_violation,en,English,0
7419,language,pattern_violation,en,English,0
7420,language,pattern_violation,en,English,0
7421,language,pattern_violation,en,English,0
7422,language,pattern_violation,hu,Hungarian,0
7423,language,pattern_violation,en,English,0
7424,language,pattern_violation,zh,Chinese,0
7425,language,pattern_violation,en,English,0
7426,language,pattern_violation,zh,Chinese,0
7427,language,pattern_violation,zh,Chinese,0
7428,language,pattern_violation,ja,Japanese,0
7429,language,pattern_violation,en,English,0
7430,language,pattern_violation,en,English,0
7431,language,pattern_violation,en,English,0
7432,language,pattern_violation,en,English,0
7433,language,pattern_violation,en,English,0
7435,language,pattern_violation,en,English,0
7436,language,pattern_violation,ja,Japanese,0
7437,language,pattern_violation,en,English,0
7438,language,pattern_violation,zh,Chinese,0
7439,language,pattern_violation,en,English,0
7440,language,pattern_violation,en,English,0
7441,language,pattern_violation,en,English,0
7442,language,pattern_violation,en,English,0
7443,language,pattern_violation,pt,Portuguese,0
7444,language,pattern_violation,en,English,0
7445,language,pattern_violation,en,English,0
7446,language,pattern_violation,en,English,0
7447,language,pattern_violation,en,English,0
7448,language,pattern_violation,en,English,0
7449,language,pattern_violation,en,English,0
7450,language,pattern_violation,en,English,0
7451,language,pattern_violation,en,English,0
7452,language,pattern_violation,en,English,0
7453,language,pattern_violation,en,English,0
7454,language,pattern_violation,en,English,0
7455,language,pattern_violation,en,English,0
7456,language,pattern_violation,en,English,0
7457,language,pattern_violation,en,English,0
7458,language,pattern_violation,en,English,0
7459,language,pattern_violation,en,English,0
7460,language,pattern_violation,en,English,0
7461,language,pattern_violation,en,English,0
7462,language,pattern_violation,en,English,0
7463,language,pattern_violation,en,English,0
7464,language,pattern_violation,en,English,0
7465,language,pattern_violation,en,English,0
7466,language,pattern_violation,en,English,0
7467,language,pattern_violation,en,English,0
7468,language,pattern_violation,en,English,0
7469,language,pattern_violation,en,English,0
7470,language,pattern_violation,en,English,0
7471,language,pattern_violation,en,English,0
7472,language,pattern_violation,en,English,0
7473,language,pattern_violation,en,English,0
7474,language,pattern_violation,en,English,0
7475,language,pattern_violation,en,English,0
7476,language,pattern_violation,en,English,0
7477,language,pattern_violation,en,English,0
7478,language,pattern_violation,en,English,0
7479,language,pattern_violation,en,English,0
7480,language,pattern_violation,en,English,0
7481,language,pattern_violation,en,English,0
7482,language,pattern_violation,en,English,0
7483,language,pattern_violation,en,English,0
7484,language,pattern_violation,en,English,0
7485,language,pattern_violation,en,English,0
7486,language,pattern_violation,en,English,0
7487,language,pattern_violation,it,Italian,0
7488,language,pattern_violation,en,English,0
7489,language,pattern_violation,en,English,0
7490,language,pattern_violation,hi,Hindi,0
7491,language,pattern_violation,en,English,0
7492,language,pattern_violation,en,English,0
7493,language,pattern_violation,en,English,0
7494,language,pattern_violation,en,English,0
7495,language,pattern_violation,en,English,0
7496,language,pattern_violation,en,English,0
7497,language,pattern_violation,en,English,0
7498,language,pattern_violation,en,English,0
7499,language,pattern_violation,hi,Hindi,0
7500,language,pattern_violation,en,English,0
7501,language,pattern_violation,en,English,0
7502,language,pattern_violation,fr,French,0
7503,language,pattern_violation,en,English,0
7504,language,pattern_violation,en,English,0
7505,language,pattern_violation,en,English,0
7506,language,pattern_violation,en,English,0
7507,language,pattern_violation,en,English,0
7508,language,pattern_violation,en,English,0
7509,language,pattern_violation,en,English,0
7510,language,pattern_violation,en,English,0
7511,language,pattern_violation,en,English,0
7512,language,pattern_violation,en,English,0
7513,language,pattern_violation,en,English,0
7514,language,pattern_violation,en,English,0
7515,language,pattern_violation,en,English,0
7516,language,pattern_violation,en,English,0
7517,language,pattern_violation,en,English,0
7518,language,pattern_violation,en,English,0
7519,language,pattern_violation,en,English,0
7520,language,pattern_violation,en,English,0
7521,language,pattern_violation,en,English,0
7522,language,pattern_violation,en,English,0
7523,language,pattern_violation,en,English,0
7524,language,pattern_violation,en,English,0
7525,language,pattern_violation,en,English,0
7526,language,pattern_violation,en,English,0
7527,language,pattern_violation,en,English,0
7528,language,pattern_violation,en,English,0
7529,language,pattern_violation,en,English,0
7530,language,pattern_violation,en,English,0
7531,language,pattern_violation,en,English,0
7532,language,pattern_violation,en,English,0
7533,language,pattern_violation,en,English,0
7534,language,pattern_violation,en,English,0
7535,language,pattern_violation,en,English,0
7536,language,pattern_violation,en,English,0
7537,language,pattern_violation,en,English,0
7538,language,pattern_violation,en,English,0
7539,language,pattern_violation,en,English,0
7540,language,pattern_violation,en,English,0
7541,language,pattern_violation,en,English,0
7542,language,pattern_violation,en,English,0
7543,language,pattern_violation,en,English,0
7544,language,pattern_violation,en,English,0
7545,language,pattern_violation,en,English,0
7546,language,pattern_violation,en,English,0
7547,language,pattern_violation,en,English,0
7548,language,pattern_violation,en,English,0
7549,language,pattern_violation,en,English,0
7550,language,pattern_violation,en,English,0
7551,language,pattern_violation,en,English,0
7552,language,pattern_violation,en,English,0
7553,language,pattern_violation,en,English,0
7554,language,pattern_violation,en,English,0
7555,language,pattern_violation,en,English,0
7556,language,pattern_violation,en,English,0
7557,language,pattern_violation,en,English,0
7558,language,pattern_violation,en,English,0
7559,language,pattern_violation,en,English,0
7560,language,pattern_violation,en,English,0
7561,language,pattern_violation,en,English,0
7562,language,pattern_violation,en,English,0
7563,language,pattern_violation,en,English,0
7564,language,pattern_violation,en,English,0
7565,language,pattern_violation,en,English,0
7566,language,pattern_violation,en,English,0
7567,language,pattern_violation,en,English,0
7568,language,pattern_violation,en,English,0
7569,language,pattern_violation,en,English,0
7570,language,pattern_violation,en,English,0
7571,language,pattern_violation,en,English,0
7572,language,pattern_violation,en,English,0
7573,language,pattern_violation,en,English,0
7574,language,pattern_violation,en,English,0
7575,language,pattern_violation,en,English,0
7576,language,pattern_violation,en,English,0
7577,language,pattern_violation,en,English,0
7578,language,pattern_violation,en,English,0
7579,language,pattern_violation,en,English,0
7580,language,pattern_violation,en,English,0
7581,language,pattern_violation,en,English,0
7582,language,pattern_violation,en,English,0
7583,language,pattern_violation,en,English,0
7584,language,pattern_violation,en,English,0
7585,language,pattern_violation,en,English,0
7586,language,pattern_violation,en,English,0
7587,language,pattern_violation,en,English,0
7588,language,pattern_violation,en,English,0
7589,language,pattern_violation,en,English,0
7590,language,pattern_violation,en,English,0
7591,language,pattern_violation,en,English,0
7592,language,pattern_violation,en,English,0
7593,language,pattern_violation,en,English,0
7594,language,pattern_violation,en,English,0
7595,language,pattern_violation,en,English,0
7596,language,pattern_violation,en,English,0
7597,language,pattern_violation,en,English,0
7598,language,pattern_violation,en,English,0
7599,language,pattern_violation,it,Italian,0
7600,language,pattern_violation,en,English,0
7601,language,pattern_violation,en,English,0
7602,language,pattern_violation,en,English,0
7603,language,pattern_violation,en,English,0
7604,language,pattern_violation,en,English,0
7605,language,pattern_violation,en,English,0
7606,language,pattern_violation,en,English,0
7607,language,pattern_violation,en,English,0
7608,language,pattern_violation,en,English,0
7609,language,pattern_violation,en,English,0
7610,language,pattern_violation,en,English,0
7611,language,pattern_violation,en,English,0
7612,language,pattern_violation,en,English,0
7613,language,pattern_violation,en,English,0
7614,language,pattern_violation,en,English,0
7615,language,pattern_violation,en,English,0
7616,language,pattern_violation,en,English,0
7617,language,pattern_violation,hi,Hindi,0
7618,language,pattern_violation,en,English,0
7619,language,pattern_violation,en,English,0
7620,language,pattern_violation,en,English,0
7621,language,pattern_violation,en,English,0
7622,language,pattern_violation,en,English,0
7623,language,pattern_violation,en,English,0
7624,language,pattern_violation,en,English,0
7625,language,pattern_violation,en,English,0
7626,language,pattern_violation,en,English,0
7627,language,pattern_violation,cn,Chinese,0
7628,language,pattern_violation,en,English,0
7629,language,pattern_violation,fr,French,0
7630,language,pattern_violation,en,English,0
7631,language,pattern_violation,en,English,0
7632,language,pattern_violation,en,English,0
7633,language,pattern_violation,en,English,0
7634,language,pattern_violation,en,English,0
7635,language,pattern_violation,en,English,0
7636,language,pattern_violation,en,English,0
7637,language,pattern_violation,en,English,0
7638,language,pattern_violation,en,English,0
7639,language,pattern_violation,en,English,0
7640,language,pattern_violation,en,English,0
7641,language,pattern_violation,es,Spanish,0
7642,language,pattern_violation,en,English,0
7643,language,pattern_violation,en,English,0
7644,language,pattern_violation,en,English,0
7645,language,pattern_violation,en,English,0
7646,language,pattern_violation,en,English,0
7647,language,pattern_violation,en,English,0
7648,language,pattern_violation,en,English,0
7649,language,pattern_violation,en,English,0
7650,language,pattern_violation,en,English,0
7651,language,pattern_violation,en,English,0
7652,language,pattern_violation,en,English,0
7653,language,pattern_violation,en,English,0
7654,language,pattern_violation,en,English,0
7655,language,pattern_violation,en,English,0
7656,language,pattern_violation,en,English,0
7657,language,pattern_violation,en,English,0
7658,language,pattern_violation,en,English,0
7660,language,pattern_violation,en,English,0
7661,language,pattern_violation,en,English,0
7662,language,pattern_violation,en,English,0
7663,language,pattern_violation,en,English,0
7664,language,pattern_violation,ko,Korean,0
7665,language,pattern_violation,en,English,0
7666,language,pattern_violation,en,English,0
7667,language,pattern_violation,en,English,0
7668,language,pattern_violation,en,English,0
7669,language,pattern_violation,en,English,0
7670,language,pattern_violation,en,English,0
7671,language,pattern_violation,en,English,0
7672,language,pattern_violation,en,English,0
7673,language,pattern_violation,fr,French,0
7674,language,pattern_violation,en,English,0
7675,language,pattern_violation,en,English,0
7676,language,pattern_violation,en,English,0
7677,language,pattern_violation,es,Spanish,0
7678,language,pattern_violation,en,English,0
7679,language,pattern_violation,en,English,0
7680,language,pattern_violation,en,English,0
7681,language,pattern_violation,en,English,0
7682,language,pattern_violation,en,English,0
7683,language,pattern_violation,da,Danish,0
7684,language,pattern_violation,en,English,0
7685,language,pattern_violation,hi,Hindi,0
7686,language,pattern_violation,en,English,0
7687,language,pattern_violation,en,English,0
7688,language,pattern_violation,en,English,0
7689,language,pattern_violation,en,English,0
7690,language,pattern_violation,en,English,0
7691,language,pattern_violation,en,English,0
7692,language,pattern_violation,it,Italian,0
7693,language,pattern_violation,en,English,0
7694,language,pattern_violation,en,English,0
7695,language,pattern_violation,en,English,0
7696,language,pattern_violation,en,English,0
7697,language,pattern_violation,en,English,0
7698,language,pattern_violation,en,English,0
7699,language,pattern_violation,en,English,0
7700,language,pattern_violation,en,English,0
7701,language,pattern_violation,en,English,0
7702,language,pattern_violation,en,English,0
7703,language,pattern_violation,en,English,0
7704,language,pattern_violation,en,English,0
7705,language,pattern_violation,en,English,0
7706,language,pattern_violation,en,English,0
7707,language,pattern_violation,en,English,0
7708,language,pattern_violation,en,English,0
7709,language,pattern_violation,en,English,0
7710,language,pattern_violation,en,English,0
7711,language,pattern_violation,en,English,0
7712,language,pattern_violation,en,English,0
7713,language,pattern_violation,en,English,0
7714,language,pattern_violation,en,English,0
7715,language,pattern_violation,en,English,0
7716,language,pattern_violation,en,English,0
7717,language,pattern_violation,ko,Korean,0
7718,language,pattern_violation,en,English,0
7719,language,pattern_violation,th,Thai,0
7720,language,pattern_violation,en,English,0
7721,language,pattern_violation,fr,French,0
7722,language,pattern_violation,en,English,0
