row,title,genres,budget,language,duration,year,vote_count,score
4950,Zodiac,0,65000000.0,English,157.0,2007.0,2023,7.3
4951,The 6th Day,0,82000000.0,English,123.0,2000.0,595,5.7
4952,Bruce Almighty,1,80000000.0,English,101.0,2003.0,3012,6.4
4953,The Expendables,0,80000000.0,English,103.0,2010.0,2926,6.0
4954,Mission: Impossible,0,80000000.0,English,110.0,1996.0,2631,6.7
4955,The Hunger Games,0,75000000.0,English,142.0,2012.0,9455,6.9
4956,The Hangover Part II,1,80000000.0,English,102.0,2011.0,3739,6.2
4957,Batman Returns,0,80000000.0,English,126.0,1992.0,1673,6.6
4958,Over the Hedge,1,80000000.0,English,83.0,2006.0,1074,6.3
4959,Lilo & Stitch,0,80000000.0,English,85.0,2002.0,1314,7.1
4960,Charlotte's Web,1,85000000.0,English,97.0,2006.0,288,5.8
4961,Deep Impact,0,75000000.0,English,120.0,1998.0,855,5.9
4962,RED 2,1,84000000.0,English,116.0,2013.0,1526,6.4
4963,The Longest Yard,1,82000000.0,English,113.0,2005.0,785,6.2
4964,Alvin and the Chipmunks: Chipwrecked,1,75000000.0,English,87.0,2011.0,484,5.4
4965,Grown Ups 2,1,80000000.0,English,100.0,2013.0,1155,5.8
4966,Get Smart,1,80000000.0,English,110.0,2008.0,1051,6.0
4967,Something's Gotta Give,1,80000000.0,English,128.0,2003.0,410,6.3
4968,Shutter Island,0,80000000.0,English,138.0,2010.0,6336,7.8
4969,Four Christmases,1,80000000.0,English,88.0,2008.0,331,5.3
4970,Robots,1,75000000.0,English,91.0,2005.0,1333,6.0
4971,Face/Off,0,80000000.0,English,138.0,1997.0,1583,6.8
4972,Bedtime Stories,1,80000000.0,English,99.0,2008.0,901,5.9
4973,Road to Perdition,0,80000000.0,English,117.0,2002.0,1077,7.3
4974,Just Go with It,1,80000000.0,English,117.0,2011.0,1543,6.3
4975,Con Air,0,75000000.0,English,115.0,1997.0,1270,6.5
4976,Eagle Eye,0,80000000.0,English,118.0,2008.0,1018,6.3
4977,Cold Mountain,0,79000000.0,English,154.0,2003.0,533,6.7
4978,The Book of Eli,0,80000000.0,English,118.0,2010.0,2164,6.6
4979,Flubber,1,80000000.0,English,93.0,1997.0,695,5.3
4980,The Haunting,0,80000000.0,English,113.0,1999.0,369,5.2
4981,Space Jam,1,80000000.0,English,88.0,1996.0,1288,6.5
4982,The Pink Panther,1,0.0,English,93.0,2006.0,550,5.6
4983,The Day the Earth Stood Still,0,80000000.0,English,104.0,2008.0,1043,5.2
4984,Conspiracy Theory,0,75000000.0,English,135.0,1997.0,431,6.5
4985,Fury,0,68000000.0,English,135.0,2014.0,3946,7.4
4986,Six Days Seven Nights,1,70000000.0,English,98.0,1998.0,332,5.6
4987,Yogi Bear,1,80000000.0,English,80.0,2010.0,220,5.2
4988,Spirit: Stallion of the Cimarron,1,80000000.0,English,83.0,2002.0,831,7.4
4989,Zookeeper,1,80000000.0,English,102.0,2011.0,498,5.3
4990,Lost in Space,0,80000000.0,English,130.0,1998.0,388,5.0
4991,The Manchurian Candidate,0,80000000.0,English,129.0,2004.0,393,6.2
4992,Déjà Vu,0,0.0,English,117.0,1998.0,1,8.0
4993,Hotel Transylvania 2,1,80000000.0,English,89.0,2015.0,1497,6.7
4994,Fantasia 2000,0,80000000.0,English,74.0,1999.0,292,7.0
4995,The Time Machine,0,80000000.0,English,96.0,2002.0,631,5.8
4996,Mighty Joe Young,0,90000000.0,English,114.0,1998.0,208,5.9
4997,Swordfish,0,102000000.0,English,99.0,2001.0,932,6.1
4998,The Legend of Zorro,0,75000000.0,English,129.0,2005.0,893,5.9
4999,What Dreams May Come,0,85000000.0,English,113.0,1998.0,577,6.8
5000,Little Nicky,1,85000000.0,English,90.0,2000.0,438,5.2
5001,The Brothers Grimm,1,88000000.0,English,118.0,2005.0,818,5.6
5002,Mars Attacks!,1,70000000.0,English,106.0,1996.0,1509,6.1
5003,Evolution,0,0.0,French,81.0,2015.0,47,6.4
5004,The Edge,0,0.0,English,117.0,1997.0,349,6.7
5005,Surrogates,0,80000000.0,English,89.0,2009.0,1195,5.9
5006,Thirteen Days,0,80000000.0,English,145.0,2000.0,189,6.9
5007,Daylight,0,80000000.0,English,115.0,1996.0,378,5.8
5008,Walking With Dinosaurs,0,80000000.0,English,87.0,2013.0,133,5.2
5009,Battlefield Earth,0,44000000.0,English,118.0,2000.0,255,3.0
5010,Looney Tunes: Back in Action,1,80000000.0,English,90.0,2003.0,297,5.6
5011,Nine,0,80000000.0,English,112.0,2009.0,165,5.1
5012,Timeline,0,80000000.0,English,116.0,2003.0,318,5.4
5013,The Postman,0,80000000.0,English,177.0,1997.0,299,6.1
5014,Babe: Pig in the City,1,90000000.0,English,92.0,1998.0,305,5.2
5015,The Last Witch Hunter,0,90000000.0,English,106.0,2015.0,1316,5.7
5016,Red Planet,0,80000000.0,English,106.0,2000.0,267,5.4
5017,Arthur and the Invisibles,0,86000000.0,English,94.0,2006.0,639,6.0
5018,Oceans,0,0.0,English,84.0,2009.0,111,7.3
5019,A Sound of Thunder,0,80000000.0,English,110.0,2005.0,111,4.8
5020,Pompeii,0,130000000.0,English,105.0,2014.0,1267,5.2
5021,Top Cat Begins,1,8000000.0,Spanish,89.0,2015.0,9,5.3
5022,A Beautiful Mind,0,60000000.0,English,135.0,2001.0,3009,7.7
5023,The Lion King,0,45000000.0,English,89.0,1994.0,5376,8.0
5024,Journey 2: The Mysterious Island,0,79000000.0,English,94.0,2012.0,1030,5.8
5025,Cloudy with a Chance of Meatballs 2,1,78000000.0,English,95.0,2013.0,915,6.4
5026,Red Dragon,0,78000000.0,English,124.0,2002.0,1115,6.7
5027,Hidalgo,0,100000000.0,English,136.0,2004.0,318,6.5
5028,Jack and Jill,1,79000000.0,English,91.0,2011.0,604,4.1
5029,2 Fast 2 Furious,0,76000000.0,English,107.0,2003.0,2028,6.2
5030,The Little Prince,0,64000000.0,English,92.0,2015.0,756,7.6
5031,The Invasion,0,80000000.0,English,99.0,2007.0,359,5.7
5032,The Adventures of Rocky & Bullwinkle,1,76000000.0,English,88.0,2000.0,87,3.9
5033,The Secret Life of Pets,0,75000000.0,English,87.0,2016.0,3462,5.9
5034,The League of Extraordinary Gentlemen,0,78000000.0,English,110.0,2003.0,1155,5.7
5035,Despicable Me 2,1,76000000.0,English,98.0,2013.0,4637,7.0
5036,Independence Day,0,75000000.0,English,145.0,1996.0,3260,6.7
5037,The Lost World: Jurassic Park,0,73000000.0,English,129.0,1997.0,2487,6.2
5038,Madagascar,0,75000000.0,English,86.0,2005.0,3237,6.6
5039,Children of Men,0,76000000.0,English,109.0,2006.0,2071,7.4
5040,X-Men,0,75000000.0,English,104.0,2000.0,4097,6.8
5041,Wanted,0,75000000.0,English,110.0,2008.0,2528,6.4
5042,The Rock,0,75000000.0,English,136.0,1996.0,1456,6.9
5043,Ice Age: The Meltdown,1,80000000.0,English,91.0,2006.0,2951,6.5
5044,50 First Dates,1,75000000.0,English,99.0,2004.0,2105,6.6
5045,Hairspray,1,50000000.0,English,117.0,2007.0,709,6.5
5046,Exorcist: The Beginning,0,80000000.0,English,114.0,2004.0,183,4.7
5047,Inspector Gadget,1,75000000.0,English,78.0,1999.0,318,4.3
5048,Now You See Me,0,75000000.0,English,115.0,2013.0,5487,7.3
5049,Grown Ups,1,80000000.0,English,102.0,2010.0,1705,6.0
5050,The Terminal,1,60000000.0,English,128.0,2004.0,1910,7.0
5051,Hotel for Dogs,1,35000000.0,English,100.0,2009.0,202,5.7
5052,Vertical Limit,0,75000000.0,English,124.0,2000.0,283,5.9
5053,Charlie Wilson's War,1,75000000.0,English,102.0,2007.0,338,6.5
5054,Shark Tale,1,75000000.0,English,90.0,2004.0,1557,5.8
5055,Dreamgirls,0,70000000.0,English,134.0,2006.0,284,6.6
5056,Be Cool,1,53000000.0,English,118.0,2005.0,292,5.4
5057,Munich,0,70000000.0,English,164.0,2005.0,696,6.9
5058,Tears of the Sun,0,70000000.0,English,121.0,2003.0,573,6.4
5059,Killers,1,75000000.0,English,100.0,2010.0,772,5.7
5060,The Man from U.N.C.L.E.,1,75000000.0,English,116.0,2015.0,2265,7.1
5061,Spanglish,1,80000000.0,English,130.0,2004.0,369,5.8
5062,Monster House,1,75000000.0,English,91.0,2006.0,874,6.3
5063,Bandits,1,75000000.0,English,123.0,2001.0,302,6.2
5064,First Knight,0,55000000.0,English,134.0,1995.0,311,5.9
5065,Anna and the King,0,75000000.0,English,148.0,1999.0,197,6.4
5066,Immortals,0,75000000.0,English,110.0,2011.0,880,5.7
5067,Hostage,0,52000000.0,English,113.0,2005.0,512,6.2
5068,Titan A.E.,0,75000000.0,English,94.0,2000.0,313,6.3
5069,Hollywood Homicide,1,75000000.0,English,116.0,2003.0,166,5.0
5070,Soldier,0,75000000.0,English,99.0,1998.0,221,6.1
5071,Carriers,0,0.0,English,84.0,2009.0,282,5.8
5072,Monkeybone,1,75000000.0,English,93.0,2001.0,78,4.3
5073,Flight of the Phoenix,0,45000000.0,English,113.0,2004.0,276,5.7
5074,Unbreakable,0,75000000.0,English,106.0,2000.0,1946,6.9
5075,Minions,1,74000000.0,English,91.0,2015.0,4571,6.4
5076,Sucker Punch,0,82000000.0,English,110.0,2011.0,1623,5.9
5077,Snake Eyes,0,73000000.0,English,98.0,1998.0,327,5.8
5078,Sphere,0,75000000.0,English,134.0,1998.0,476,5.8
5079,The Angry Birds Movie,0,73000000.0,English,97.0,2016.0,1022,5.9
5080,Fool's Gold,1,70000000.0,English,112.0,2008.0,444,5.4
5081,Funny People,1,75000000.0,English,146.0,2009.0,390,5.7
5082,The Kingdom,0,70000000.0,English,110.0,2007.0,513,6.5
5083,Talladega Nights: The Ballad of Ricky Bobby,1,72500000.0,English,116.0,2006.0,491,6.2
5084,Dr. Dolittle 2,1,70000000.0,English,87.0,2001.0,410,4.9
5085,Braveheart,0,72000000.0,English,177.0,1995.0,3336,7.7
5086,Jarhead,0,72000000.0,English,125.0,2005.0,765,6.6
5087,The Simpsons Movie,1,75000000.0,English,87.0,2007.0,2264,6.9
5088,The Majestic,0,72000000.0,English,152.0,2001.0,188,6.6
5089,Driven,0,94000000.0,English,116.0,2001.0,179,4.5
5090,Two Brothers,0,74500000.0,English,109.0,2004.0,180,6.9
5091,The Village,0,60000000.0,English,108.0,2004.0,1071,6.2
5092,Doctor Dolittle,1,71000000.0,English,85.0,1998.0,686,5.4
5093,Signs,0,72000000.0,English,106.0,2002.0,1599,6.4
5094,Shrek 2,1,150000000.0,English,93.0,2004.0,2988,6.7
5095,Cars,1,120000000.0,English,117.0,2006.0,3877,6.6
5096,Runaway Bride,1,70000000.0,English,116.0,1999.0,455,5.7
5097,xXx,0,70000000.0,English,124.0,2002.0,1424,5.8
5098,The SpongeBob Movie: Sponge Out of Water,1,74000000.0,English,93.0,2015.0,719,5.8
5099,Ransom,0,80000000.0,English,117.0,1996.0,470,6.4
5100,Inglourious Basterds,0,70000000.0,English,153.0,2009.0,6430,7.9
5101,Hook,1,70000000.0,English,144.0,1991.0,1532,6.6
5102,Die Hard 2,0,70000000.0,English,124.0,1990.0,1896,6.6
5103,S.W.A.T.,0,80000000.0,English,117.0,2003.0,770,5.8
5104,Vanilla Sky,0,68000000.0,English,136.0,2001.0,1078,6.5
5105,Lady in the Water,0,75000000.0,English,110.0,2006.0,409,5.3
5106,AVP: Alien vs. Predator,0,70000000.0,English,101.0,2004.0,1217,5.5
5107,Alvin and the Chipmunks: The Squeakquel,1,75000000.0,English,88.0,2009.0,666,5.4
5108,We Were Soldiers,0,75000000.0,English,138.0,2002.0,521,6.7
5109,Olympus Has Fallen,0,70000000.0,English,120.0,2013.0,2981,6.2
5110,Star Trek: Insurrection,0,70000000.0,English,103.0,1998.0,391,6.3
5111,Battle: Los Angeles,0,70000000.0,English,116.0,2011.0,1448,5.5
5112,Big Fish,0,70000000.0,English,125.0,2003.0,1994,7.6
5113,Wolf,0,0.0,English,125.0,1994.0,216,6.0
5114,War Horse,0,66000000.0,English,146.0,2011.0,992,7.0
5115,The Monuments Men,0,70000000.0,English,118.0,2014.0,1523,5.8
5116,The Abyss,0,70000000.0,English,139.0,1989.0,808,7.1
5117,Wall Street: Money Never Sleeps,0,70000000.0,English,133.0,2010.0,493,5.8
5118,Dracula Untold,0,70000000.0,English,92.0,2014.0,2389,6.2
5119,The Siege,0,70000000.0,English,116.0,1998.0,352,6.0
5120,Stardust,0,70000000.0,English,127.0,2007.0,1184,7.1
5121,Seven Years in Tibet,0,70000000.0,English,136.0,1997.0,630,7.0
5122,The Dilemma,1,70000000.0,English,111.0,2011.0,304,5.2
5123,Bad Company,1,70000000.0,English,116.0,2002.0,228,5.4
5124,Doom,0,60000000.0,English,105.0,2005.0,609,5.0
5125,I Spy,1,70000000.0,English,97.0,2002.0,269,5.2
5126,Underworld: Awakening,0,70000000.0,English,88.0,2012.0,1862,6.1
5127,Rock of Ages,1,75000000.0,English,123.0,2012.0,385,6.0
5128,Hart's War,0,70000000.0,English,125.0,2002.0,241,5.9
5129,Killer Elite,0,66000000.0,English,116.0,2011.0,695,6.1
5130,Rollerball,0,0.0,English,98.0,2002.0,106,3.4
5131,Ballistic: Ecks vs. Sever,0,70000000.0,English,91.0,2002.0,97,4.3
5132,Hard Rain,0,70000000.0,English,97.0,1998.0,179,5.5
5133,Osmosis Jones,1,75000000.0,English,95.0,2001.0,228,5.9
5134,Legends of Oz: Dorothy's Return,0,70000000.0,English,88.0,2013.0,43,5.9
5135,Blackhat,0,70000000.0,English,133.0,2015.0,826,5.1
5136,Sky Captain and the World of Tomorrow,0,70000000.0,English,107.0,2004.0,439,5.7
5137,Basic Instinct 2,0,70000000.0,English,114.0,2006.0,180,4.6
5138,Escape Plan,0,50000000.0,English,115.0,2013.0,1659,6.7
5139,The Legend of Hercules,0,70000000.0,English,99.0,2014.0,533,4.4
5140,The Sum of All Fears,0,68000000.0,English,124.0,2002.0,437,5.9
5141,The Twilight Saga: Eclipse,0,68000000.0,English,124.0,2010.0,2301,5.8
5142,The Score,0,68000000.0,English,124.0,2001.0,423,6.7
5143,Despicable Me,0,69000000.0,English,95.0,2010.0,6478,7.1
5144,Money Train,1,60000000.0,English,103.0,1995.0,222,5.4
5145,Ted 2,1,68000000.0,English,115.0,2015.0,2463,6.2
5146,Agora,0,70000000.0,English,127.0,2009.0,395,6.9
5147,Mystery Men,1,68000000.0,English,121.0,1999.0,250,5.7
5148,Hall Pass,1,36000000.0,English,105.0,2011.0,611,5.4
5149,The Insider,0,90000000.0,English,157.0,1999.0,481,7.3
5150,The Finest Hours,0,80000000.0,English,114.0,2016.0,588,6.3
5151,Body of Lies,0,70000000.0,English,128.0,2008.0,895,6.5
5152,Dinner for Schmucks,1,69000000.0,English,114.0,2010.0,531,5.5
5153,Abraham Lincoln: Vampire Hunter,0,69000000.0,English,94.0,2012.0,1269,5.5
5154,Entrapment,0,66000000.0,English,112.0,1999.0,602,6.0
5155,The X Files,0,66000000.0,English,121.0,1998.0,488,6.6
5156,The Last Legion,0,67000000.0,English,102.0,2007.0,207,5.0
5157,Saving Private Ryan,0,70000000.0,English,169.0,1998.0,5048,7.9
5158,Need for Speed,0,66000000.0,English,130.0,2014.0,1520,6.1
5159,What Women Want,1,70000000.0,English,127.0,2000.0,992,6.1
5160,Ice Age,1,59000000.0,English,81.0,2002.0,3857,7.1
5161,Dreamcatcher,0,68000000.0,English,136.0,2003.0,567,5.3
5162,Lincoln,0,65000000.0,English,149.0,2012.0,1429,6.7
5163,The Matrix,0,63000000.0,English,136.0,1999.0,8907,7.9
5164,Apollo 13,0,52000000.0,English,140.0,1995.0,1599,7.3
5165,The Santa Clause 2,1,65000000.0,English,104.0,2002.0,297,5.5
5166,Les Misérables,0,61000000.0,English,157.0,2012.0,1884,7.1
5167,You've Got Mail,1,65000000.0,English,119.0,1998.0,838,6.3
5168,Step Brothers,1,65000000.0,English,98.0,2008.0,1062,6.5
5169,The Mask of Zorro,0,95000000.0,English,136.0,1998.0,1183,6.3
5170,Due Date,1,65000000.0,English,95.0,2010.0,1685,6.2
5171,Unbroken,0,65000000.0,English,137.0,2014.0,1400,7.3
5172,Space Cowboys,0,65000000.0,English,130.0,2000.0,403,6.3
5173,Cliffhanger,0,70000000.0,English,112.0,1993.0,588,6.1
5174,Broken Arrow,0,50000000.0,English,108.0,1996.0,453,5.7
5175,The Kid,1,65000000.0,English,104.0,2000.0,238,6.0
5176,World Trade Center,0,63000000.0,English,128.0,2006.0,447,5.9
5177,Mona Lisa Smile,0,65000000.0,English,117.0,2003.0,393,6.5
5178,The Dictator,1,65000000.0,English,83.0,2012.0,1743,5.9
5179,Eyes Wide Shut,0,65000000.0,English,159.0,1999.0,1234,7.1
5180,Annie,1,65000000.0,English,119.0,2014.0,466,6.0
5181,Focus,1,50100000.0,English,105.0,2015.0,2542,6.7
5182,This Means War,1,65000000.0,English,103.0,2012.0,1389,5.9
5183,Blade: Trinity,0,65000000.0,English,123.0,2004.0,1252,5.7
5184,Red Dawn,0,4200000.0,English,114.0,1984.0,215,6.4
5185,Primary Colors,1,65000000.0,English,143.0,1998.0,94,6.1
5186,Resident Evil: Retribution,0,65000000.0,English,95.0,2012.0,1600,5.6
5187,Death Race,0,45000000.0,English,105.0,2008.0,1175,6.0
5188,The Long Kiss Goodnight,0,65000000.0,English,120.0,1996.0,314,6.5
5189,Proof of Life,0,65000000.0,English,135.0,2000.0,208,6.0
5190,Zathura: A Space Adventure,0,65000000.0,English,101.0,2005.0,779,6.1
5191,Fight Club,0,63000000.0,English,139.0,1999.0,9413,8.3
5192,We Are Marshall,0,65000000.0,English,124.0,2006.0,186,6.7
5193,Hudson Hawk,1,65000000.0,English,100.0,1991.0,269,5.4
5194,Lucky Numbers,1,65000000.0,English,105.0,2000.0,52,4.9
5195,"I, Frankenstein",0,65000000.0,English,92.0,2014.0,687,5.0
5196,Oliver Twist,0,50000000.0,English,130.0,2005.0,274,6.7
5197,Elektra,0,43000000.0,English,97.0,2005.0,575,4.8
5198,Sin City: A Dame to Kill For,0,65000000.0,English,102.0,2014.0,1286,6.3
5199,Random Hearts,0,64000000.0,English,133.0,1999.0,63,5.3
5200,Everest,0,55000000.0,English,121.0,2015.0,1772,6.7
5201,Perfume: The Story of a Murderer,0,50000000.0,English,147.0,2006.0,1165,7.1
5202,Austin Powers in Goldmember,1,63000000.0,English,94.0,2002.0,979,5.9
5203,Astro Boy,0,65000000.0,English,94.0,2009.0,409,6.1
5204,Jurassic Park,0,63000000.0,English,127.0,1993.0,4856,7.6
5205,Wyatt Earp,0,63000000.0,English,191.0,1994.0,202,6.5
5206,Clear and Present Danger,0,62000000.0,English,141.0,1994.0,386,6.4
5207,Dragon Blade,0,65000000.0,Chinese,127.0,2015.0,145,5.9
5208,Little Man,1,64000000.0,English,98.0,2006.0,261,5.3
5209,U-571,0,62000000.0,English,116.0,2000.0,340,6.1
5210,The American President,1,62000000.0,English,106.0,1995.0,195,6.5
5211,The Love Guru,1,62000000.0,English,87.0,2008.0,242,4.3
5212,3000 Miles to Graceland,1,62000000.0,English,125.0,2001.0,178,5.8
5213,The Hateful Eight,0,44000000.0,English,167.0,2015.0,4274,7.6
5214,Blades of Glory,1,53000000.0,English,93.0,2007.0,569,5.9
5215,Hop,1,63000000.0,English,95.0,2011.0,331,5.5
5216,300,0,65000000.0,English,117.0,2006.0,4997,7.0
5217,Meet the Fockers,1,80000000.0,English,115.0,2004.0,1373,6.1
5218,Marley & Me,1,60000000.0,English,115.0,2008.0,1343,6.9
5219,The Green Mile,0,60000000.0,English,189.0,1999.0,4048,8.2
5220,Wild Hogs,1,0.0,English,100.0,2007.0,648,5.6
5221,Chicken Little,1,150000000.0,English,81.0,2005.0,944,5.6
5222,Gone Girl,0,61000000.0,English,145.0,2014.0,5862,7.9
5223,The Bourne Identity,0,60000000.0,English,119.0,2002.0,3583,7.3
5224,GoldenEye,0,58000000.0,English,130.0,1995.0,1174,6.6
5225,The General's Daughter,0,60000000.0,English,116.0,1999.0,205,6.1
5226,The Truman Show,1,60000000.0,English,103.0,1998.0,4537,7.8
5227,The Prince of Egypt,0,70000000.0,English,99.0,1998.0,817,6.8
5228,Daddy Day Care,1,60000000.0,English,92.0,2003.0,506,5.6
5229,2 Guns,1,61000000.0,English,109.0,2013.0,1589,6.6
5230,Cats & Dogs,1,60000000.0,English,87.0,2001.0,352,5.0
5231,The Italian Job,0,60000000.0,English,110.0,2003.0,1919,6.6
5232,Two Weeks Notice,1,60000000.0,English,101.0,2002.0,487,5.9
5233,Antz,1,60000000.0,English,83.0,1998.0,1272,6.0
5234,Couples Retreat,1,70000000.0,English,113.0,2009.0,588,5.3
5235,Days of Thunder,0,60000000.0,English,107.0,1990.0,353,5.9
5236,Cheaper by the Dozen 2,1,60000000.0,English,94.0,2005.0,526,5.7
5237,Maze Runner: The Scorch Trials,0,61000000.0,English,132.0,2015.0,3040,6.4
5238,Eat Pray Love,0,60000000.0,English,133.0,2010.0,636,5.8
5239,The Family Man,1,60000000.0,English,125.0,2000.0,521,6.5
5240,RED,1,58000000.0,English,111.0,2010.0,2808,6.6
5241,Any Given Sunday,0,55000000.0,English,163.0,1999.0,422,6.8
5242,The Horse Whisperer,0,60000000.0,English,170.0,1998.0,292,6.7
5243,Collateral,0,65000000.0,English,120.0,2004.0,1451,7.0
5244,The Scorpion King,0,60000000.0,English,92.0,2002.0,779,5.3
5245,Ladder 49,0,60000000.0,English,115.0,2004.0,207,6.2
5246,Jack Reacher,0,60000000.0,English,130.0,2012.0,2998,6.3
5247,Deep Blue Sea,0,60000000.0,English,105.0,1999.0,604,5.6
5248,This Is It,0,60000000.0,English,111.0,2009.0,247,6.7
5249,Contagion,0,60000000.0,English,106.0,2011.0,1325,6.2
5250,Kangaroo Jack,1,0.0,English,89.0,2003.0,203,4.3
5251,Coraline,0,60000000.0,English,100.0,2009.0,1386,7.3
5252,The Happening,0,60000000.0,English,91.0,2008.0,950,4.9
5253,Man on Fire,0,70000000.0,English,146.0,2004.0,1553,7.3
5254,The Shaggy Dog,1,50000000.0,English,98.0,2006.0,137,4.5
5255,Starsky & Hutch,1,60000000.0,English,101.0,2004.0,644,5.6
5256,Jingle All the Way,1,60000000.0,English,89.0,1996.0,575,5.5
5257,Hellboy,0,66000000.0,English,122.0,2004.0,2225,6.5
5258,A Civil Action,0,70000000.0,English,115.0,1998.0,109,6.1
5259,ParaNorman,1,60000000.0,English,90.0,2012.0,789,6.7
5260,The Jackal,0,60000000.0,English,124.0,1997.0,527,6.1
5261,Paycheck,0,60000000.0,English,119.0,2003.0,581,5.9
5262,Up Close & Personal,0,60000000.0,English,119.0,1996.0,50,5.9
5263,The Tale of Despereaux,0,60000000.0,English,93.0,2008.0,258,5.8
5264,The Tuxedo,1,0.0,English,98.0,2002.0,483,5.3
5265,Under Siege 2: Dark Territory,0,60000000.0,English,100.0,1995.0,210,5.6
5266,Jack Ryan: Shadow Recruit,0,60000000.0,English,105.0,2014.0,1173,5.9
5267,Joy,1,60000000.0,English,124.0,2015.0,1581,6.4
5268,London Has Fallen,0,60000000.0,English,99.0,2016.0,1621,5.8
5269,Alien: Resurrection,0,70000000.0,English,109.0,1997.0,1365,5.9
5270,Shooter,0,61000000.0,English,124.0,2007.0,1462,6.9
5271,The Boxtrolls,1,60000000.0,English,97.0,2014.0,668,6.6
5272,Practical Magic,1,75000000.0,English,104.0,1998.0,338,6.3
5273,The Lego Movie,1,60000000.0,English,100.0,2014.0,3070,7.5
5274,Miss Congeniality 2: Armed and Fabulous,1,0.0,English,115.0,2005.0,425,5.3
5275,Reign of Fire,0,60000000.0,English,101.0,2002.0,669,6.0
5276,Gangster Squad,0,60000000.0,English,113.0,2013.0,1778,6.2
5277,Year One,1,60000000.0,English,97.0,2009.0,524,4.6
5278,Invictus,0,60000000.0,English,134.0,2009.0,1125,7.0
5279,State of Play,0,60000000.0,English,127.0,2009.0,484,6.7
5280,Duplicity,1,78146652.0,English,125.0,2009.0,201,5.7
5281,My Favorite Martian,1,65000000.0,English,94.0,1999.0,80,5.1
5282,The Sentinel,0,60000000.0,English,108.0,2006.0,225,5.8
5283,Planet 51,1,70000000.0,English,91.0,2009.0,556,5.6
5284,Star Trek: Nemesis,0,60000000.0,English,117.0,2002.0,479,6.1
5285,Intolerable Cruelty,1,60000000.0,English,100.0,2003.0,391,5.8
5286,Trouble with the Curve,0,0.0,English,111.0,2012.0,366,6.6
5287,Edge of Darkness,0,80000000.0,English,117.0,2010.0,487,6.2
5288,The Relic,0,60000000.0,English,110.0,1997.0,130,5.8
5289,Analyze That,1,60000000.0,English,96.0,2002.0,380,5.7
5290,Righteous Kill,0,60000000.0,English,101.0,2008.0,375,5.9
5291,Mercury Rising,0,60000000.0,English,111.0,1998.0,368,6.0
5292,The Soloist,0,60000000.0,English,109.0,2009.0,234,6.6
5293,The Legend of Bagger Vance,0,80000000.0,English,126.0,2000.0,251,6.3
5294,Almost Famous,0,60000000.0,English,122.0,2000.0,797,7.4
5295,Garfield: A Tail of Two Kitties,1,0.0,English,78.0,2006.0,464,5.1
5296,xXx: State of the Union,0,60000000.0,English,101.0,2005.0,549,4.7
5297,Priest,0,60000000.0,English,87.0,2011.0,692,5.4
5298,Sinbad: Legend of the Seven Seas,0,60000000.0,English,86.0,2003.0,372,6.6
5299,Event Horizon,0,60000000.0,English,96.0,1997.0,742,6.5
5300,Dragonfly,0,60000000.0,English,104.0,2002.0,204,6.1
5301,The Black Dahlia,0,50000000.0,English,121.0,2006.0,287,5.7
5302,Flyboys,0,60000000.0,English,140.0,2006.0,271,6.3
5303,The Last Castle,0,72000000.0,English,131.0,2001.0,285,7.0
5304,Supernova,0,90000000.0,English,91.0,2000.0,109,4.9
5305,Winter's Tale,0,60000000.0,English,118.0,2014.0,487,6.0
5306,The Mortal Instruments: City of Bones,0,60000000.0,English,130.0,2013.0,1602,6.2
5307,Meet Dave,1,60000000.0,English,90.0,2008.0,371,5.0
5308,Dark Water,0,30000000.0,English,105.0,2005.0,274,5.3
5309,Edtv,1,80000000.0,English,122.0,1999.0,166,5.7
5310,Inkheart,0,60000000.0,English,106.0,2008.0,592,6.0
5311,The Spirit,1,60000000.0,English,103.0,2008.0,320,4.7
5312,Mortdecai,1,60000000.0,English,106.0,2015.0,1055,5.4
5313,In the Name of the King: A Dungeon Siege Tale,0,60000000.0,English,127.0,2007.0,224,4.1
5314,Beyond Borders,0,35000000.0,English,127.0,2003.0,110,6.7
5315,The Monkey King 2,0,68490000.0,Chinese,120.0,2016.0,24,6.0
5316,The Great Raid,0,80000000.0,English,132.0,2005.0,91,6.8
5317,Deadpool,1,58000000.0,English,108.0,2016.0,10995,7.4
5318,Holy Man,1,60000000.0,English,114.0,1998.0,111,4.9
5319,American Sniper,0,58800000.0,English,133.0,2014.0,4469,7.4
5320,Goosebumps,1,58000000.0,English,103.0,2015.0,995,6.2
5321,Just Like Heaven,1,58000000.0,English,95.0,2005.0,579,6.5
5322,The Flintstones in Viva Rock Vegas,1,83000000.0,English,90.0,2000.0,134,4.4
5323,Rambo III,0,63000000.0,English,102.0,1988.0,690,5.7
5324,Leatherheads,1,58000000.0,English,114.0,2008.0,130,5.7
5325,The Ridiculous 6,1,60000000.0,English,119.0,2015.0,388,4.9
5326,Did You Hear About the Morgans?,1,58000000.0,English,103.0,2009.0,276,5.1
5327,The Internship,1,58000000.0,English,119.0,2013.0,1658,6.1
5328,Resident Evil: Afterlife,0,60000000.0,English,97.0,2010.0,1363,5.8
5329,Red Tails,0,58000000.0,English,125.0,2012.0,178,5.9
5330,The Devil's Advocate,0,57000000.0,English,144.0,1997.0,1374,7.2
5331,That's My Boy,1,70000000.0,English,116.0,2012.0,453,5.5
