row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
461,article_jcreated_at,rule_violation,2011/1/13,1/13/11,0,"Constraint Violation: The id of Row 461 is greater than or equal to the id of Row 838, and The article_language of Row 461 is equal to the article_language of Row 838, and The article_jcreated_at of Row 461 is equal to the article_jcreated_at of Row 838.","(461, 838)"
462,article_jcreated_at,rule_violation,2012/1/14,1/14/12,0,"Constraint Violation: The jounral_abbreviation of Row 22 is different from the jounral_abbreviation of Row 462, and The article_language of Row 22 is equal to the article_language of Row 462, and The article_jcreated_at of Row 22 is equal to the article_jcreated_at of Row 462.","(22, 462)"
462,article_pagination,pattern_violation,Sep-92,Sep-92,0,,
463,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The journal_issn of Row 454 is different from the journal_issn of Row 463, and The article_jcreated_at of Row 454 is equal to the article_jcreated_at of Row 463, and The jounral_abbreviation of Row 454 is equal to the jounral_abbreviation of Row 463.","(454, 463)"
464,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The jounral_abbreviation of Row 464 is different from the jounral_abbreviation of Row 473, and The article_language of Row 464 is equal to the article_language of Row 473, and The article_jcreated_at of Row 464 is equal to the article_jcreated_at of Row 473.","(464, 473)"
465,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The jounral_abbreviation of Row 465 is different from the jounral_abbreviation of Row 598, and The article_language of Row 465 is equal to the article_language of Row 598, and The article_jcreated_at of Row 465 is equal to the article_jcreated_at of Row 598.","(465, 598)"
465,article_pagination,pattern_violation,Apr-72,Apr-72,0,,
466,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The journal_issn of Row 466 is different from the journal_issn of Row 629, and The article_jcreated_at of Row 466 is equal to the article_jcreated_at of Row 629, and The jounral_abbreviation of Row 466 is equal to the jounral_abbreviation of Row 629.","(466, 629)"
467,article_jcreated_at,rule_violation,2005/1/11,2001/11/5,0,"Constraint Violation: The article_language of Row 467 is different from the article_language of Row 943, and The article_jcreated_at of Row 467 is equal to the article_jcreated_at of Row 943, and The jounral_abbreviation of Row 467 is equal to the jounral_abbreviation of Row 943.","(467, 943)"
468,author_list,pattern_violation,"{""Nielsen H.O."",""Edwin B."",""H�_nerbein M."",""Hovendal C."",""Liedman B."",""Mortensen M.B.""}","{""Nielsen H.O."",""Edwin B."",""H_nerbein M."",""Hovendal C."",""Liedman B."",""Mortensen M.B.""}",0,,
469,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 111 is different from the article_language of Row 469, and The article_jcreated_at of Row 111 is equal to the article_jcreated_at of Row 469, and The jounral_abbreviation of Row 111 is equal to the jounral_abbreviation of Row 469.","(111, 469)"
470,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The jounral_abbreviation of Row 470 is different from the jounral_abbreviation of Row 986, and The article_language of Row 470 is equal to the article_language of Row 986, and The article_jcreated_at of Row 470 is equal to the article_jcreated_at of Row 986.","(470, 986)"
471,article_jcreated_at,rule_violation,2005/1/9,2001/9/5,0,"Constraint Violation: The jounral_abbreviation of Row 450 is different from the jounral_abbreviation of Row 471, and The article_language of Row 450 is equal to the article_language of Row 471, and The article_jcreated_at of Row 450 is equal to the article_jcreated_at of Row 471.","(450, 471)"
472,article_jcreated_at,pattern_violation,2004/3/15,3/15/04,0,,
473,article_jissue,missing_value,,-1,1,,
473,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The id of Row 204 is greater than or equal to the id of Row 473, and The article_language of Row 204 is equal to the article_language of Row 473, and The article_jcreated_at of Row 204 is equal to the article_jcreated_at of Row 473.","(204, 473)"
474,article_jcreated_at,rule_violation,2007/1/12,2001/12/7,0,"Constraint Violation: The jounral_abbreviation of Row 474 is different from the jounral_abbreviation of Row 491, and The article_language of Row 474 is equal to the article_language of Row 491, and The article_jcreated_at of Row 474 is equal to the article_jcreated_at of Row 491.","(474, 491)"
476,article_jcreated_at,rule_violation,2003/1/14,1/14/03,0,"Constraint Violation: The id of Row 476 is greater than or equal to the id of Row 904, and The article_language of Row 476 is equal to the article_language of Row 904, and The article_jcreated_at of Row 476 is equal to the article_jcreated_at of Row 904.","(476, 904)"
478,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The jounral_abbreviation of Row 14 is different from the jounral_abbreviation of Row 478, and The article_language of Row 14 is equal to the article_language of Row 478, and The article_jcreated_at of Row 14 is equal to the article_jcreated_at of Row 478.","(14, 478)"
479,article_jcreated_at,rule_violation,2004/1/9,2001/9/4,0,"Constraint Violation: The jounral_abbreviation of Row 479 is different from the jounral_abbreviation of Row 765, and The article_language of Row 479 is equal to the article_language of Row 765, and The article_jcreated_at of Row 479 is equal to the article_jcreated_at of Row 765.","(479, 765)"
479,article_pagination,pattern_violation,Sep-94,Sep-94,0,,
480,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The id of Row 480 is greater than or equal to the id of Row 866, and The article_language of Row 480 is equal to the article_language of Row 866, and The article_jcreated_at of Row 480 is equal to the article_jcreated_at of Row 866.","(480, 866)"
482,article_jcreated_at,rule_violation,2004/1/11,2001/11/4,0,"Constraint Violation: The jounral_abbreviation of Row 482 is different from the jounral_abbreviation of Row 783, and The article_language of Row 482 is equal to the article_language of Row 783, and The article_jcreated_at of Row 482 is equal to the article_jcreated_at of Row 783.","(482, 783)"
482,author_list,pattern_violation,"{""Linsenmaier U"",""Geyer LL"",""K���rner M"",""Meisel CD"",""Wirth S"",""Reiser MF""}","{""Linsenmaier U"",""Geyer LL"",""K_rner M"",""Meisel CD"",""Wirth S"",""Reiser MF""}",0,,
485,author_list,pattern_violation,"{""L Lenhardt"",""S Mozes"",""A Martinkov��""}","{""L Lenhardt"",""S Mozes"",""A Martinkov""}",0,,
486,article_jcreated_at,rule_violation,2003/1/10,2001/10/3,0,"Constraint Violation: The id of Row 486 is greater than or equal to the id of Row 837, and The article_language of Row 486 is equal to the article_language of Row 837, and The article_jcreated_at of Row 486 is equal to the article_jcreated_at of Row 837.","(486, 837)"
490,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 101 is different from the journal_issn of Row 490, and The article_jcreated_at of Row 101 is equal to the article_jcreated_at of Row 490, and The jounral_abbreviation of Row 101 is equal to the jounral_abbreviation of Row 490.","(101, 490)"
491,article_jcreated_at,rule_violation,2007/1/12,2001/12/7,0,"Constraint Violation: The jounral_abbreviation of Row 474 is different from the jounral_abbreviation of Row 491, and The article_language of Row 474 is equal to the article_language of Row 491, and The article_jcreated_at of Row 474 is equal to the article_jcreated_at of Row 491.","(474, 491)"
492,article_jcreated_at,pattern_violation,2009/1/10,2001/10/9,0,,
493,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The article_language of Row 112 is different from the article_language of Row 493, and The article_jcreated_at of Row 112 is equal to the article_jcreated_at of Row 493, and The jounral_abbreviation of Row 112 is equal to the jounral_abbreviation of Row 493.","(112, 493)"
495,article_jcreated_at,rule_violation,2008/1/13,1/13/08,0,"Constraint Violation: The id of Row 495 is greater than or equal to the id of Row 965, and The article_language of Row 495 is equal to the article_language of Row 965, and The article_jcreated_at of Row 495 is equal to the article_jcreated_at of Row 965.","(495, 965)"
496,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The id of Row 496 is greater than or equal to the id of Row 740, and The article_language of Row 496 is equal to the article_language of Row 740, and The article_jcreated_at of Row 496 is equal to the article_jcreated_at of Row 740.","(496, 740)"
497,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The id of Row 497 is greater than or equal to the id of Row 988, and The article_language of Row 497 is equal to the article_language of Row 988, and The article_jcreated_at of Row 497 is equal to the article_jcreated_at of Row 988.","(497, 988)"
498,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 13 is different from the journal_issn of Row 498, and The article_jcreated_at of Row 13 is equal to the article_jcreated_at of Row 498, and The jounral_abbreviation of Row 13 is equal to the jounral_abbreviation of Row 498.","(13, 498)"
499,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The jounral_abbreviation of Row 499 is different from the jounral_abbreviation of Row 562, and The article_language of Row 499 is equal to the article_language of Row 562, and The article_jcreated_at of Row 499 is equal to the article_jcreated_at of Row 562.","(499, 562)"
500,article_jcreated_at,pattern_violation,2002/12/7,2012/7/2,0,,
500,author_list,pattern_violation,"{""S��ren Brostr��m"",""Gunnar Lose""}","{""Sren Brostrm"",""Gunnar Lose""}",0,,
502,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The article_language of Row 93 is different from the article_language of Row 502, and The article_jcreated_at of Row 93 is equal to the article_jcreated_at of Row 502, and The jounral_abbreviation of Row 93 is equal to the jounral_abbreviation of Row 502.","(93, 502)"
503,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The id of Row 503 is greater than or equal to the id of Row 637, and The article_language of Row 503 is equal to the article_language of Row 637, and The article_jcreated_at of Row 503 is equal to the article_jcreated_at of Row 637.","(503, 637)"
505,article_jcreated_at,rule_violation,2003/1/8,2001/8/3,0,"Constraint Violation: The jounral_abbreviation of Row 505 is different from the jounral_abbreviation of Row 808, and The article_language of Row 505 is equal to the article_language of Row 808, and The article_jcreated_at of Row 505 is equal to the article_jcreated_at of Row 808.","(505, 808)"
505,author_list,pattern_violation,"{""E A M Janssen"",""C Brodin"",""P Ogreid"",""K Kjellevold"",""L G G��ransson"",""L Vatten"",""P R Romundstad"",""R Omdal"",""K Wildhagen""}","{""E A M Janssen"",""C Brodin"",""P Ogreid"",""K Kjellevold"",""L G Gransson"",""L Vatten"",""P R Romundstad"",""R Omdal"",""K Wildhagen""}",0,,
508,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 508 is different from the article_language of Row 582, and The article_jcreated_at of Row 508 is equal to the article_jcreated_at of Row 582, and The jounral_abbreviation of Row 508 is equal to the jounral_abbreviation of Row 582.","(508, 582)"
509,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 158 is different from the article_language of Row 509, and The article_jcreated_at of Row 158 is equal to the article_jcreated_at of Row 509, and The jounral_abbreviation of Row 158 is equal to the jounral_abbreviation of Row 509.","(158, 509)"
510,article_jcreated_at,rule_violation,2001/1/2,2001/2/1,0,"Constraint Violation: The id of Row 510 is greater than or equal to the id of Row 915, and The article_language of Row 510 is equal to the article_language of Row 915, and The article_jcreated_at of Row 510 is equal to the article_jcreated_at of Row 915.","(510, 915)"
511,article_jcreated_at,rule_violation,2006/1/15,1/15/06,0,"Constraint Violation: The jounral_abbreviation of Row 511 is different from the jounral_abbreviation of Row 911, and The article_language of Row 511 is equal to the article_language of Row 911, and The article_jcreated_at of Row 511 is equal to the article_jcreated_at of Row 911.","(511, 911)"
512,article_jissue,missing_value,,-1,1,,
512,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The article_language of Row 508 is different from the article_language of Row 512, and The article_jcreated_at of Row 508 is equal to the article_jcreated_at of Row 512, and The jounral_abbreviation of Row 508 is equal to the jounral_abbreviation of Row 512.","(508, 512)"
515,article_jcreated_at,rule_violation,2004/1/14,1/14/04,0,"Constraint Violation: The jounral_abbreviation of Row 515 is different from the jounral_abbreviation of Row 992, and The article_language of Row 515 is equal to the article_language of Row 992, and The article_jcreated_at of Row 515 is equal to the article_jcreated_at of Row 992.","(515, 992)"
516,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 516 is different from the journal_issn of Row 564, and The article_jcreated_at of Row 516 is equal to the article_jcreated_at of Row 564, and The jounral_abbreviation of Row 516 is equal to the jounral_abbreviation of Row 564.","(516, 564)"
517,article_jcreated_at,rule_violation,2008/1/13,1/13/08,0,"Constraint Violation: The jounral_abbreviation of Row 517 is different from the jounral_abbreviation of Row 965, and The article_language of Row 517 is equal to the article_language of Row 965, and The article_jcreated_at of Row 517 is equal to the article_jcreated_at of Row 965.","(517, 965)"
518,article_jcreated_at,rule_violation,2010/1/11,2001/11/10,0,"Constraint Violation: The article_language of Row 518 is different from the article_language of Row 537, and The article_jcreated_at of Row 518 is equal to the article_jcreated_at of Row 537, and The jounral_abbreviation of Row 518 is equal to the jounral_abbreviation of Row 537.","(518, 537)"
519,article_pagination,pattern_violation,15-Jul,15-Jul,0,,
521,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The journal_issn of Row 509 is different from the journal_issn of Row 521, and The article_jcreated_at of Row 509 is equal to the article_jcreated_at of Row 521, and The jounral_abbreviation of Row 509 is equal to the jounral_abbreviation of Row 521.","(509, 521)"
522,article_jvolumn,missing_value,,-1,1,,
523,article_jcreated_at,rule_violation,2004/1/15,1/15/04,0,"Constraint Violation: The jounral_abbreviation of Row 523 is different from the jounral_abbreviation of Row 924, and The article_language of Row 523 is equal to the article_language of Row 924, and The article_jcreated_at of Row 523 is equal to the article_jcreated_at of Row 924.","(523, 924)"
524,article_jcreated_at,pattern_violation,2010/3/14,3/14/10,0,,
525,article_jcreated_at,pattern_violation,2010/5/8,2005/8/10,0,,
526,article_jcreated_at,rule_violation,2003/1/8,2001/8/3,0,"Constraint Violation: The jounral_abbreviation of Row 505 is different from the jounral_abbreviation of Row 526, and The article_language of Row 505 is equal to the article_language of Row 526, and The article_jcreated_at of Row 505 is equal to the article_jcreated_at of Row 526.","(505, 526)"
526,article_pagination,pattern_violation,Jul-83,Jul-83,0,,
527,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 242 is different from the article_language of Row 527, and The article_jcreated_at of Row 242 is equal to the article_jcreated_at of Row 527, and The jounral_abbreviation of Row 242 is equal to the jounral_abbreviation of Row 527.","(242, 527)"
528,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 528 is different from the jounral_abbreviation of Row 685, and The article_language of Row 528 is equal to the article_language of Row 685, and The article_jcreated_at of Row 528 is equal to the article_jcreated_at of Row 685.","(528, 685)"
529,article_jcreated_at,pattern_violation,2006/1/9,2001/9/6,0,,
531,article_jcreated_at,pattern_violation,2005/11/7,2011/7/5,0,,
531,author_list,pattern_violation,"{""George Davey Smith"",""Amanda J Bennett"",""Eleftheria Zeggini"",""Marjo-Riitta Jarvelin"",""Nicholas J Wareham"",""Lorna W Harries"",""Colin N A Palmer"",""Shah Ebrahim"",""Timothy M Frayling"",""Susan M Ring"",""Bridget Knight"",""Sian Ellard"",""Katharine R Owen"",""Rachel M Freathy"",""Hana Lango"",""Debbie A Lawlor"",""Lon R Cardon"",""John R B Perry"",""Jeffrey C Barrett"",""Andrew D Morris"",""Graham A Hitman"",""Katherine S Elliott"",""Ulla Sovio"",""Mark I McCarthy"",""David Melzer"",""Alex S F Doney"",""Andrew R Ness"",""Yoav Ben-Shlomo"",""Andrew T Hattersley"",""Ann-Marie Patch"",""Nicholas J Timpson"",""Nigel W Rayner"",""Mark Walker"",""Michael N Weedon"",""Ruth J F Loos"",""Fredrik Karpe"",""In̻s Barroso"",""Luigi Ferrucci"",""Christopher J Groves"",""Cecilia M Lindgren"",""Beverley Shields""}","{""George Davey Smith"",""Amanda J Bennett"",""Eleftheria Zeggini"",""Marjo-Riitta Jarvelin"",""Nicholas J Wareham"",""Lorna W Harries"",""Colin N A Palmer"",""Shah Ebrahim"",""Timothy M Frayling"",""Susan M Ring"",""Bridget Knight"",""Sian Ellard"",""Katharine R Owen"",""Rachel M Freathy"",""Hana Lango"",""Debbie A Lawlor"",""Lon R Cardon"",""John R B Perry"",""Jeffrey C Barrett"",""Andrew D Morris"",""Graham A Hitman"",""Katherine S Elliott"",""Ulla Sovio"",""Mark I McCarthy"",""David Melzer"",""Alex S F Doney"",""Andrew R Ness"",""Yoav Ben-Shlomo"",""Andrew T Hattersley"",""Ann-Marie Patch"",""Nicholas J Timpson"",""Nigel W Rayner"",""Mark Walker"",""Michael N Weedon"",""Ruth J F Loos"",""Fredrik Karpe"",""In_s Barroso"",""Luigi Ferrucci"",""Christopher J Groves"",""Cecilia M Lindgren"",""Beverley Shields""}",0,,
532,article_title,pattern_violation,"The parvalbumin-positive interneurons in the mouse dentate gyrus express GABAA receptor subunits �1, �_2, and � along their extrasynaptic cell membrane.","The parvalbumin-positive interneurons in the mouse dentate gyrus express GABAA receptor subunits 1, _2, and  along their extrasynaptic cell membrane.",0,,
532,article_jissue,missing_value,,-1,1,,
532,author_list,pattern_violation,"{""H H̦ger"",""W Sieghart"",""T Klausberger"",""I Milenkovic"",""M Vasiljevic"",""D Maurer""}","{""H H_ger"",""W Sieghart"",""T Klausberger"",""I Milenkovic"",""M Vasiljevic"",""D Maurer""}",0,,
533,article_jvolumn,missing_value,,-1,1,,
533,article_jissue,missing_value,,-1,1,,
534,article_jcreated_at,rule_violation,2005/1/1,2001/1/5,0,"Constraint Violation: The journal_issn of Row 534 is different from the journal_issn of Row 879, and The article_jcreated_at of Row 534 is equal to the article_jcreated_at of Row 879, and The jounral_abbreviation of Row 534 is equal to the jounral_abbreviation of Row 879.","(534, 879)"
537,article_jcreated_at,rule_violation,2010/1/11,2001/11/10,0,"Constraint Violation: The journal_issn of Row 518 is different from the journal_issn of Row 537, and The article_jcreated_at of Row 518 is equal to the article_jcreated_at of Row 537, and The jounral_abbreviation of Row 518 is equal to the jounral_abbreviation of Row 537.","(518, 537)"
538,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The journal_issn of Row 538 is different from the journal_issn of Row 866, and The article_jcreated_at of Row 538 is equal to the article_jcreated_at of Row 866, and The jounral_abbreviation of Row 538 is equal to the jounral_abbreviation of Row 866.","(538, 866)"
539,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The article_language of Row 539 is different from the article_language of Row 822, and The article_jcreated_at of Row 539 is equal to the article_jcreated_at of Row 822, and The jounral_abbreviation of Row 539 is equal to the jounral_abbreviation of Row 822.","(539, 822)"
540,article_jcreated_at,pattern_violation,2005/1/5,2001/5/5,0,,
543,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The journal_issn of Row 539 is different from the journal_issn of Row 543, and The article_jcreated_at of Row 539 is equal to the article_jcreated_at of Row 543, and The jounral_abbreviation of Row 539 is equal to the jounral_abbreviation of Row 543.","(539, 543)"
545,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The id of Row 497 is greater than or equal to the id of Row 545, and The article_language of Row 497 is equal to the article_language of Row 545, and The article_jcreated_at of Row 497 is equal to the article_jcreated_at of Row 545.","(497, 545)"
546,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The id of Row 203 is greater than or equal to the id of Row 546, and The article_language of Row 203 is equal to the article_language of Row 546, and The article_jcreated_at of Row 203 is equal to the article_jcreated_at of Row 546.","(203, 546)"
547,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 547 is different from the article_language of Row 692, and The article_jcreated_at of Row 547 is equal to the article_jcreated_at of Row 692, and The jounral_abbreviation of Row 547 is equal to the jounral_abbreviation of Row 692.","(547, 692)"
549,article_jvolumn,missing_value,,-1,1,,
549,article_jissue,missing_value,,-1,1,,
550,article_jvolumn,missing_value,,-1,1,,
550,article_jissue,missing_value,,-1,1,,
551,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The journal_issn of Row 459 is different from the journal_issn of Row 551, and The article_jcreated_at of Row 459 is equal to the article_jcreated_at of Row 551, and The jounral_abbreviation of Row 459 is equal to the jounral_abbreviation of Row 551.","(459, 551)"
553,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The id of Row 240 is greater than or equal to the id of Row 553, and The article_language of Row 240 is equal to the article_language of Row 553, and The article_jcreated_at of Row 240 is equal to the article_jcreated_at of Row 553.","(240, 553)"
554,article_jcreated_at,rule_violation,2009/1/12,2001/12/9,0,"Constraint Violation: The jounral_abbreviation of Row 451 is different from the jounral_abbreviation of Row 554, and The article_language of Row 451 is equal to the article_language of Row 554, and The article_jcreated_at of Row 451 is equal to the article_jcreated_at of Row 554.","(451, 554)"
555,article_jcreated_at,rule_violation,2006/1/12,2001/12/6,0,"Constraint Violation: The id of Row 555 is greater than or equal to the id of Row 893, and The article_language of Row 555 is equal to the article_language of Row 893, and The article_jcreated_at of Row 555 is equal to the article_jcreated_at of Row 893.","(555, 893)"
555,author_list,pattern_violation,"{""R Carraro"",""M F Rasmussen"",""L Niskanen"",""A Harper"",""N Finer"",""S R̦ssner"",""M Kunesova"",""L Van Gaal"",""M E J Lean"",""A Astrup"",""A Rissanen"",""M J Savolainen"",""[Collective Name] NN8022-1807 Investigators""}","{""R Carraro"",""M F Rasmussen"",""L Niskanen"",""A Harper"",""N Finer"",""S R_ssner"",""M Kunesova"",""L Van Gaal"",""M E J Lean"",""A Astrup"",""A Rissanen"",""M J Savolainen"",""[Collective Name] NN8022-1807 Investigators""}",0,,
556,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The article_language of Row 49 is different from the article_language of Row 556, and The article_jcreated_at of Row 49 is equal to the article_jcreated_at of Row 556, and The jounral_abbreviation of Row 49 is equal to the jounral_abbreviation of Row 556.","(49, 556)"
557,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The id of Row 557 is greater than or equal to the id of Row 613, and The article_language of Row 557 is equal to the article_language of Row 613, and The article_jcreated_at of Row 557 is equal to the article_jcreated_at of Row 613.","(557, 613)"
560,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The jounral_abbreviation of Row 113 is different from the jounral_abbreviation of Row 560, and The article_language of Row 113 is equal to the article_language of Row 560, and The article_jcreated_at of Row 113 is equal to the article_jcreated_at of Row 560.","(113, 560)"
561,article_jcreated_at,pattern_violation,2011/1/12,2001/12/11,0,,
561,author_list,pattern_violation,"{""Gerlane ��ngela da Costa Moreira"",""Denyse Dutra Alencar Vasconcelos"",""Amanda Costa de Freitas"",""Carla Cristina Braga Maranh���o"",""Danielle Figueiredo Patricio""}","{""Gerlane ngela da Costa Moreira"",""Denyse Dutra Alencar Vasconcelos"",""Amanda Costa de Freitas"",""Carla Cristina Braga Maranho"",""Danielle Figueiredo Patricio""}",0,,
562,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The id of Row 408 is greater than or equal to the id of Row 562, and The article_language of Row 408 is equal to the article_language of Row 562, and The article_jcreated_at of Row 408 is equal to the article_jcreated_at of Row 562.","(408, 562)"
563,article_jcreated_at,rule_violation,2005/1/10,2001/10/5,0,"Constraint Violation: The jounral_abbreviation of Row 563 is different from the jounral_abbreviation of Row 953, and The article_language of Row 563 is equal to the article_language of Row 953, and The article_jcreated_at of Row 563 is equal to the article_jcreated_at of Row 953.","(563, 953)"
563,author_list,pattern_violation,"{""Philipp Martius"",""Anna Buchheim"",""Peter Buchheim"",""Susanne H���rz"",""Michael Rentrop"",""Cord Benecke"",""Peter Schuster"",""Melitta Fischer-Kern"",""Stephan Doering""}","{""Philipp Martius"",""Anna Buchheim"",""Peter Buchheim"",""Susanne H_rz"",""Michael Rentrop"",""Cord Benecke"",""Peter Schuster"",""Melitta Fischer-Kern"",""Stephan Doering""}",0,,
564,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The article_language of Row 369 is different from the article_language of Row 564, and The article_jcreated_at of Row 369 is equal to the article_jcreated_at of Row 564, and The jounral_abbreviation of Row 369 is equal to the jounral_abbreviation of Row 564.","(369, 564)"
565,article_jcreated_at,rule_violation,2002/1/15,1/15/02,0,"Constraint Violation: The id of Row 565 is greater than or equal to the id of Row 930, and The article_language of Row 565 is equal to the article_language of Row 930, and The article_jcreated_at of Row 565 is equal to the article_jcreated_at of Row 930.","(565, 930)"
566,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The jounral_abbreviation of Row 566 is different from the jounral_abbreviation of Row 593, and The article_language of Row 566 is equal to the article_language of Row 593, and The article_jcreated_at of Row 566 is equal to the article_jcreated_at of Row 593.","(566, 593)"
568,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The id of Row 271 is greater than or equal to the id of Row 568, and The article_language of Row 271 is equal to the article_language of Row 568, and The article_jcreated_at of Row 271 is equal to the article_jcreated_at of Row 568.","(271, 568)"
570,article_jcreated_at,pattern_violation,2007/1/11,2001/11/7,0,,
570,author_list,pattern_violation,"{""Ana Maria Baptista Menezes"",""David Alejandro Gonz��lez"",""Elaine Cardozo Macedo"",""Pedro Curi Hallal"",""Maria de F��tima Maia"",""Marli Knorst"",""Samuel Carvalho Dumith"",""Jeovany Mart�_nez-Mesa"",""Ricardo Bica Noal"",""Fernando C̩sar Wehrmeister"",""Jos̩ Roberto Jardim""}","{""Ana Maria Baptista Menezes"",""David Alejandro Gonzlez"",""Elaine Cardozo Macedo"",""Pedro Curi Hallal"",""Maria de Ftima Maia"",""Marli Knorst"",""Samuel Carvalho Dumith"",""Jeovany Mart_nez-Mesa"",""Ricardo Bica Noal"",""Fernando Csar Wehrmeister"",""Jos Roberto Jardim""}",0,,
571,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The id of Row 571 is greater than or equal to the id of Row 720, and The article_language of Row 571 is equal to the article_language of Row 720, and The article_jcreated_at of Row 571 is equal to the article_jcreated_at of Row 720.","(571, 720)"
572,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The journal_issn of Row 184 is different from the journal_issn of Row 572, and The article_jcreated_at of Row 184 is equal to the article_jcreated_at of Row 572, and The jounral_abbreviation of Row 184 is equal to the jounral_abbreviation of Row 572.","(184, 572)"
574,article_jcreated_at,rule_violation,2003/1/14,1/14/03,0,"Constraint Violation: The id of Row 574 is greater than or equal to the id of Row 904, and The article_language of Row 574 is equal to the article_language of Row 904, and The article_jcreated_at of Row 574 is equal to the article_jcreated_at of Row 904.","(574, 904)"
575,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The id of Row 82 is greater than or equal to the id of Row 575, and The article_language of Row 82 is equal to the article_language of Row 575, and The article_jcreated_at of Row 82 is equal to the article_jcreated_at of Row 575.","(82, 575)"
576,article_jcreated_at,rule_violation,2006/1/14,1/14/06,0,"Constraint Violation: The jounral_abbreviation of Row 319 is different from the jounral_abbreviation of Row 576, and The article_language of Row 319 is equal to the article_language of Row 576, and The article_jcreated_at of Row 319 is equal to the article_jcreated_at of Row 576.","(319, 576)"
577,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 577 is different from the jounral_abbreviation of Row 601, and The article_language of Row 577 is equal to the article_language of Row 601, and The article_jcreated_at of Row 577 is equal to the article_jcreated_at of Row 601.","(577, 601)"
578,article_jcreated_at,pattern_violation,2001/1/8,2001/8/1,0,,
579,article_jcreated_at,rule_violation,2007/1/7,2001/7/7,0,"Constraint Violation: The article_language of Row 579 is different from the article_language of Row 761, and The article_jcreated_at of Row 579 is equal to the article_jcreated_at of Row 761, and The jounral_abbreviation of Row 579 is equal to the jounral_abbreviation of Row 761.","(579, 761)"
