row,name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
6016,checkers pizza,4157 Hamilton Ave,San Jose,CA,95130,(408) 379-1700,http://checkersca.com;http://checkerssj.eat24hour.com,1,Pizza;American Restaurants;Sandwich Shops;Take Out Restaurants;Restaurants,5,San Thomas West;West Campbell
6017,tandoori oven,150 S 1st St,San Jose,CA,95113,(408) 292-7222,http://www.thetandoorioven.com,0,Indian Restaurants;Middle Eastern Restaurants;Caterers;Asian Restaurants;Vegetarian Restaurants;Health Food Restaurants;Restaurants,3.5,Central San Jose;Downtown San Jose
6018,china inn,1401 The Alameda,San Jose,CA,95126,(408) 288-5339,http://www.chinainnsj.com,0,Chinese Restaurants;Asian Restaurants;Restaurants,1,Central San Jose;Shasta Hanchette Park
6019,the boiling crab,71 Curtner Ave,San Jose,CA,95125,(408) 297-2322,http://www.theboilingcrab.com,0,Seafood Restaurants;Restaurants,5,South San Jose
6020,hanuman thai cuisine,1 E San Fernando St,San Jose,CA,95113,(408) 286-2482,http://hanumanthai.webs.com/apps/location,1,Thai Restaurants;Asian Restaurants;Restaurants,5,Central San Jose;Downtown San Jose
6021,fu kee chinese restaurant,121 Bernal Rd,San Jose,CA,95119,(408) 225-3218,http://www.fukeerestaurant.com,1,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,5,Edenvale
6022,la foret restaurant,21747 Bertram Rd,San Jose,CA,95120,(408) 997-3458,http://laforetrestaurant.com,1,Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;American Restaurants;Restaurants,5,Almaden
6023,scott's seafood san jose,185 Park Ave 6th Floor,San Jose,CA,95113,(408) 971-1700,http://www.scottsseafoodsj.com,1,Breakfast Brunch & Lunch Restaurants;Steak Houses;Take Out Restaurants;Seafood Restaurants;Restaurants;Fine Dining Restaurants;Taverns;Banquet Halls & Reception Facilities;Bar & Grills;Bars,3.5,Central San Jose;Downtown San Jose
6024,bill's cafe,302 N Bascom Ave,San Jose,CA,95128,(408) 287-2455,http://www.billscafe.com,0,Cafeterias;Breakfast Brunch & Lunch Restaurants;Restaurants,2,Central San Jose;Rose Garden
6025,pho mai 1,3074 Landess Ave,San Jose,CA,95132,(408) 263-4323,http://www.phomai1.com,0,Pasta;Restaurants,5,Berryessa
6026,peacock indian cafe,2760 Aborn Rd,San Jose,CA,95121,(408) 528-9422,http://www.peacockrestaurants.com,0,Indian Restaurants;Take Out Restaurants;Asian Restaurants;Caterers;Middle Eastern Restaurants;Restaurants,4,Evergreen;Cadwallader
6027,chevys fresh mex,5305 Almaden Expy,San Jose,CA,95118,(408) 266-1815,http://www.chevys.com,0,Restaurants;Mexican Restaurants;Family Style Restaurants,4,Cambrian;Clovercrest-Glen Brae
6028,the blue chip,325 S 1st St #190,San Jose,CA,95113,(408) 971-2898,http://www.thebluechipsj.com,0,Italian Restaurants;American Restaurants;Hamburgers & Hot Dogs;Take Out Restaurants;Mediterranean Restaurants;Restaurants,5,Central San Jose;Downtown San Jose
6029,pasta market italian restaurant,579 Coleman Ave,San Jose,CA,95110,(408) 288-6600,http://m.singlepage.com/the-pasta-market-2?ref=google,0,Italian Restaurants;Mediterranean Restaurants;Restaurants,5,Central San Jose
6030,amato's,1162 Saratoga Ave,San Jose,CA,95129,(408) 246-4007,http://www.amatos.com,1,Restaurants;Pizza,4,West Valley;Anderson West
6031,johnny rockets,1600 Saratoga Ave,San Jose,CA,95129,(408) 379-9350,http://www.johnnyrockets.com,1,Take Out Restaurants;Hamburgers & Hot Dogs;Restaurants;Family Style Restaurants;American Restaurants,1,West Valley;Hathaway
6032,pizza my heart,4898 San Felipe Rd Ste 120,San Jose,CA,95135,(408) 238-6000,http://pizzamyheart.com/Pizza_My_Heart_Home.html;http://pizzamyheart.com,1,Pizza;Take Out Restaurants;Restaurants,4,Evergreen
6033,bogey's pizza co,5039 Almaden Expy,San Jose,CA,95118,(408) 264-3971,Menu and Offers,1,Bars;Pizza;Restaurants,4.5,Edenvale
6034,hand pull noodle house,505 W Capitol Expy,San Jose,CA,95136,(408) 448-2188,http://www.handpullnoodle.com;http://hand-pull-noddle-house.advertory.com,1,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,South San Jose
6035,pho tau bay,454 Keyes St,San Jose,CA,95112,(408) 999-0345,http://pho-tau-bay-2.advertory.com,0,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,2.5,Central San Jose;Spratan-Keyes
6036,sunshine co.,780 Washington Ave,New York,NY,11238,(347) 750-5275,sunshinecobk.com,1,American (New);Cocktail Bars,4,Crown Heights; Prospect Heights
6037,adella,410 W 43rd St,New York,NY,10036,(212) 273-0737,adellanyc.com,1,Tapas Bars;American (New);Wine Bars,4,Hell's Kitchen; Midtown West
6038,rex,864 10th Ave,New York,NY,10019,(929) 900-5784,rexcoffeenyc.com,0,Coffee & Tea;Sandwiches,4.5,Hell's Kitchen; Midtown West
6039,bistro petit,170 S 3rd St,New York,NY,11211,(718) 782-2582,bistropetit.com,1,French,4,Williamsburg - South Side
6040,jora restaurant & bar,47-46 11th St,New York,NY,11101,(718) 392-2033,jorany.com,1,Peruvian,4.5,Hunters Point; Long Island City
6041,il falco,21-50 44 Dr,New York,NY,11101,(718) 707-0009,ilfalcolic.com,1,Italian,4.5,Long Island City
6042,wolfnights,99 Rivington St,New York,NY,10002,(646) 669-8070,wolfnightsusa.com,0,Sandwiches,4,Lower East Side
6043,bogota latin bistro,141 5th Ave,New York,NY,11217,(718) 230-3805,bogotabistro.com,1,Latin American;Gluten-Free,4,Park Slope
6044,the kati roll company,49 W 39th St,New York,NY,10018,(212) 730-4280,thekatirollcompany.com,0,Indian,4,Midtown West
6045,prospect,773 Fulton St,New York,NY,11217,(718) 596-6826,prospectbk.com,1,American (New),4,Fort Greene
6046,caracas arepa bar,93 1/2 E 7th St,New York,NY,10009,(212) 529-2314,caracasarepabar.com,1,Venezuelan,4,East Village
6047,sweet chick,164 Bedford Avenue,New York,NY,11211,(347) 725-4793,sweetchicknyc.com,1,Southern,4,Williamsburg - North Side
6048,emporio,231 Mott St,New York,NY,10012,(212) 966-1234,emporiony.com,1,Italian;Pizza,4,Nolita
6049,cowgirl sea horse,259 Front St,New York,NY,10038,(212) 608-7873,ordercowgirlseahorse.com,1,Tex-Mex;Seafood,3.5,Financial District
6050,white oak tavern,21 Waverly Pl,New York,NY,10003,(212) 260-2604,whiteoakny.com,1,Bars;Comfort Food;American (Traditional),4,Greenwich Village
6051,la esquina corner deli,114 Kenmare St,New York,NY,10012,(646) 613-7100,esquinanyc.com,1,Latin American;Mexican,4,SoHo
6052,vin et fleurs,69 Thompson St,New York,NY,10012,(212) 431-3335,vinetfleurs.com,1,French,4,South Village
6053,yuji ramen,150 Ainslie St,New York,NY,11211,(718) 302-0598,yujiramen.com,1,Ramen,5,Williamsburg - North Side
6054,the green table,Chelsea Market 75 9th Ave,New York,NY,10011,(212) 741-6623,cleaverco.com/green-table,1,Vegetarian;American (New);Breakfast & Brunch,4,Meatpacking District; Chelsea
6055,gotan,130 Franklin St,New York,NY,10013,(212) 431-5200,gotannyc.com,1,Cafes,4.5,TriBeCa
6056,the eddy,342 E 6th St,New York,NY,10003,(646) 895-9884,theeddynyc.com,1,American (New),4.5,East Village
6057,nai tapas bar,174 1st Ave,New York,NY,10009,(212) 677-1030,naitapas.nyc,1,Tapas/Small Plates,4,East Village
6058,cocoron,61 Delancey St,New York,NY,10002,(212) 925-5220,cocoron-soba.com,1,Japanese,4,Lower East Side
6059,vic__,31 Great Jones St,New York,NY,10012,(212) 253-5700,vicsnewyork.com,1,Bars;Mediterranean;American (New),4,NoHo
6060,employees only,510 Hudson St,New York,NY,10014,(212) 242-3021,employeesonlynyc.com,1,American (New);Lounges,4,West Village
6061,sergimmo salumeria,456 9th Ave,New York,NY,10018,(212) 967-4212,sergimmo.com,1,Italian;Sandwiches,4,Hell's Kitchen; Midtown West
6062,yakiniku west,218 E 9th St,New York,NY,10003,(212) 979-9238,yakinikuwest.com,1,Japanese;Barbeque,4,East Village
6063,upstate,95 1st Ave,New York,NY,10003,(917) 408-3395,upstatenyc.com,1,American (New);Seafood,4.5,East Village
6064,cafecito,185 Avenue C,New York,NY,10009,(212) 253-9966,cafecitonyc.com,1,Cuban,4,East Village; Alphabet City
6065,the spotted pig,314 W 11th St,New York,NY,10014,(212) 620-0393,thespottedpig.com,1,Burgers;Gastropubs,3.5,West Village
6066,govinda__ vegetarian,305 Schermerhorn St,New York,NY,11217,(718) 855-6714,radhagovinda.net/govinda.html,0,Vegetarian;Vegan;Gluten-Free,4.5,Downtown Brooklyn; Boerum Hill
6067,carroll place,157 Bleecker St,New York,NY,10012,(212) 260-1700,carrollplacenyc.com,1,Gastropubs;Italian;Wine Bars,4,Greenwich Village
6068,streets,53 Broadway,New York,NY,11249,(718) 384-2899,streetsbk.com,1,American (New);Latin American;Asian Fusion,4,South Williamsburg
6069,the smith,956 2nd Ave,New York,NY,10022,(212) 644-2700,thesmithrestaurant.com,1,American (Traditional);Breakfast & Brunch;Brasseries,4,Midtown East
6070,pure thai cookhouse,766 9th Ave,New York,NY,10019,(212) 581-0999,purethaishophouse.com,1,Thai,4,Theater District; Hell's Kitchen; Midtown West
6071,ovest pizzoteca,513 W 27th St,New York,NY,10001,(212) 967-4392,ovestnyc.com,1,Pizza,4,Chelsea
6072,sharkey__ cafe,48 Mulberry St,New York,NY,10013,(212) 804-8183,sharkeyscafe.com,0,Coffee & Tea;Sandwiches;Breakfast & Brunch,4.5,Chinatown; Civic Center
6073,la goulette,159 Grand St,New York,NY,11249,(347) 689-4126,lagoulettewilliamsburg.com,0,Mediterranean;Middle Eastern;Halal,4.5,Williamsburg - North Side
6074,la lanterna di vittorio,129 MacDougal St,New York,NY,10012,(212) 529-5945,lalanternacaffe.com,1,Italian,4,Greenwich Village
6075,barn joo,893 Broadway,New York,NY,10003,(646) 398-9663,barnjoo.com,1,Korean;Gastropubs,4,Flatiron
6076,fort defiance,365 Van Brunt St,New York,NY,11231,(917) 310-0629,fortdefiancebrooklyn.com,1,American (New);Breakfast & Brunch,4,Red Hook
6077,umami burger,432 6th Ave,New York,NY,10011,(212) 677-8626,umamiburger.com,1,Burgers;American (New);Gastropubs,4,Greenwich Village
6078,the bounty,131 Greenpoint Ave,New York,NY,11222,(347) 689-3325,thebountybrooklyn.com,1,Bars;American (New),4,Greenpoint
6079,pio pio,210 E 34th St,New York,NY,10016,(212) 481-0034,piopio.com,1,Latin American;Peruvian,4,Midtown East; Murray Hill; Kips Bay
6080,flat top,1241 Amsterdam Ave,New York,NY,10027,(646) 820-7735,flattopnyc.com,1,American (New);Cafes,4,Morningside Heights
6081,don chingon,216 Flatbush Ave,New York,NY,11217,(718) 576-3521,donchingon.nyc,1,Mexican;Cocktail Bars;Tex-Mex,4.5,Prospect Heights
6082,pippali,129 E 27th St,New York,NY,10016,(212) 689-1999,pippalinyc.com,1,Indian,4,Flatiron
6083,olea,171 Lafayette Ave,New York,NY,11238,(718) 643-7003,oleabrooklyn.com,1,Mediterranean,4,Fort Greene
6084,momofuku ko,8 Extra Pl,New York,NY,10003,(212) 203-8095,momofuku.com,1,American (New),4.5,East Village
6085,tuk tuk,4906 Vernon Blvd,New York,NY,11101,(718) 472-5597,tuktukny.com,1,Thai,4,Hunters Point; Long Island City
6086,hanco__,134 Smith St,New York,NY,11201,(718) 858-6818,hancosny.com,0,Vietnamese;Sandwiches;Bubble Tea,4,Boerum Hill; Cobble Hill
6087,manhattan proper,6 Murray Street (between Church and Broadway),New York,NY,10007,(646) 559-4445,manhattanproper.com,1,Sports Bars;American (New);Lounges,4,Civic Center
6088,awol eatery,336 Graham Ave,New York,NY,11211,(347) 457-6752,awoleatery.com,1,American (New);Gluten-Free;Vegetarian,4.5,East Williamsburg
6089,animals food and drink,140 Ave C,New York,NY,10009,(212) 777-7437,animalsnyc.com,1,Sandwiches;Bars,5,East Village; Alphabet City
6090,alice__ arbor,549 Classon Ave,New York,NY,11238,(718) 399-3003,alicesarbor.com,1,American (Traditional);Breakfast & Brunch,4,Bedford Stuyvesant; Clinton Hill
6091,harry & ida__ meat and supply co,189 Ave A,New York,NY,10009,(646) 864-0967,meatandsupplyco.com,1,Sandwiches;Meat Shops,5,East Village; Alphabet City
6092,the greek,458 Greenwich St,New York,NY,10013,(646) 476-3941,thegreektribeca.com,1,Greek,4.5,TriBeCa
6093,lulu & po,154 Carlton Ave,New York,NY,11205,(917) 435-3745,luluandpo.com,1,American (New),4.5,Fort Greene
6094,westville,333 Hudson St,New York,NY,10013,(212) 776-1404,westvillenyc.com,1,American (Traditional),4,South Village
6095,american retro,714 11th Ave,New York,NY,10019,(212) 245-2203,americanretrony.com,1,American (New),4,Hell's Kitchen; Midtown West
6096,piacere,351 Broome St,New York,NY,10013,(212) 219-4080,piacerenyc.com,1,Pizza;Italian,4.5,Little Italy; Nolita
6097,urbanspace vanderbilt,230 Park Ave,New York,NY,10169,(646) 747-0822,urbanspacenyc.com/our-markets_,1,Food Court,4,Midtown East
6098,cafe mogador,101 St Marks Pl,New York,NY,10009,(212) 677-2226,cafemogador.com,1,Moroccan,4,East Village; Alphabet City
6099,kabob shack,182 Havemeyer St,New York,NY,11211,(718) 387-7111,kabob-shack.com,0,Afghan;Middle Eastern,4.5,Williamsburg - South Side
6100,monsignor__ restaurant,679 5th Ave,New York,NY,11215,(718) 369-2575,mymonsignors.com,1,Italian;Mexican,4.5,South Slope
6101,le village,127 E 7th St,New York,NY,10009,(212) 539-0231,levillagenyc.com,1,French;Gluten-Free;Vegetarian,4.5,East Village; Alphabet City
6102,boulton & watt,5 Ave A,New York,NY,10009,(646) 490-6004,boultonandwattnyc.com,1,American (New);Gastropubs,4,Lower East Side; Alphabet City
6103,saraghina,435 Halsey St,New York,NY,11233,(718) 574-0010,saraghinabrooklyn.com,1,Pizza;Breakfast & Brunch;Bakeries,4,Bedford Stuyvesant
6104,ducks eatery,351 E 12th St,New York,NY,10003,(212) 432-3825,duckseatery.com,1,French;Cajun/Creole;American (Traditional),4,East Village
6105,rocket pig,463 W 24th St,New York,NY,10001,(212) 645-5660,rocketpignyc.com,1,American (New),4,Chelsea
6106,café gitane,242 Mott St,New York,NY,10012,(212) 334-9552,cafegitanenyc.com,1,French;Moroccan,4,Nolita
6107,le bon choix,652 10th Ave,New York,NY,10036,(212) 262-0100,lebonchoixcafe.com,1,Chicken Shop;Cafes;Sandwiches,5,Hell's Kitchen; Midtown West
6108,brickyard gastropub,785 9th Ave,New York,NY,10019,(212) 767-0077,brickyardnyc.com,1,Gastropubs;American (Traditional);Sports Bars,4,Theater District; Hell's Kitchen; Midtown West
6109,luke__ lobster,26 S William St,New York,NY,10004,(212) 747-1700,lukeslobster.com,1,Seafood,4.5,Financial District
6110,pig and khao,68 Clinton St,New York,NY,10002,(347) 704-2398,pigandkhao.com,1,Filipino;Asian Fusion,4,Lower East Side
6111,post office,188 Havemeyer St,New York,NY,11211,(718) 963-2574,postofficebk.com,1,Bars;American (Traditional),4.5,Williamsburg - South Side
6112,grimaldi__,1 Front St,New York,NY,11201,(718) 858-4300,grimaldis.com,1,Pizza,3.5,DUMBO
6113,tia pol,205 10th Ave,New York,NY,10011,(212) 675-8805,tiapol.com,1,Tapas Bars;Spanish,4,Chelsea
6114,bricolage,162 5th Ave,New York,NY,11217,(718) 230-1835,bricolage.nyc,1,Vietnamese;Gastropubs,4.5,Park Slope
6115,the meatball shop,170 Bedford Ave,New York,NY,11249,(718) 551-0520,themeatballshop.com,1,American (Traditional);Italian,4,Williamsburg - North Side
6116,lot 2,687 6th Ave,New York,NY,11215,(718) 499-5623,lot2restaurant.com,1,American (New);Burgers,4.5,South Slope
6117,the grey dog,244 Mulberry St,New York,NY,10012,(212) 966-1060,thegreydog.com,1,Coffee & Tea;Breakfast & Brunch,4,Nolita
6118,taboonette,30 E 13th St,New York,NY,10003,(212) 510-7881,taboonette.com,1,Middle Eastern,4,Union Square; Greenwich Village
6119,risotteria,270 Bleecker St,New York,NY,10014,(212) 924-6664,risotteria.com,1,Italian;Gluten-Free;Vegetarian,4,West Village
6120,cc__ cafe,41 Monroe St,New York,NY,10002,(212) 571-1060,ccscafenyc.com,1,Cafes;Breakfast & Brunch;American (New),4,Two Bridges
6121,the farm on adderley,1108 Cortelyou Rd,New York,NY,11218,(718) 287-3101,thefarmonadderley.com,1,American (New);Breakfast & Brunch,4,Flatbush
6122,house of small wonder,77 N 6th St,New York,NY,11211,(718) 388-6160,houseofsmallwonder.com,1,Breakfast & Brunch;American (New);Asian Fusion,4.5,Williamsburg - North Side
6123,smithfield,138 W 25th St,New York,NY,10001,(212) 929-9677,smithfieldnyc.com,1,Pubs;American (Traditional);Sports Bars,4,Chelsea
6124,egg shop,151 Elizabeth St,New York,NY,10012,(646) 666-0810,eggshopnyc.com,1,Breakfast & Brunch;Sandwiches,4,Little Italy; Nolita
6125,homemade taqueria,71-03 Grand Ave,New York,NY,11378,(718) 779-0771,homemadetaqueria.com,0,Mexican,4.5,Maspeth
6126,becco,355 W 46th St,New York,NY,10036,(212) 397-7597,becco-nyc.com,1,Italian,4,Theater District; Hell's Kitchen; Midtown West
6127,black swan,1048 Bedford Ave,New York,NY,11205,(718) 783-4744,blackswannyc.com,1,Pubs;Gastropubs,3.5,Bedford Stuyvesant
6128,parker & quinn,64 W 39th St,New York,NY,10018,(212) 729-0277,parkerandquinnnyc.com,1,American (New);Bars;Venues & Event Spaces,4,Midtown West
6129,go! go! curry!,273 W 38th St,New York,NY,10018,(212) 730-5555,gogocurryusa-ny.com,0,Japanese,4,Midtown West
6130,gramercy tavern,42 E 20th St,New York,NY,10003,(212) 477-0777,gramercytavern.com,1,American (New),4.5,Flatiron
6131,goggan,364 W 46th St,New York,NY,10036,(212) 315-2969,gogganrestaurant.com,1,Korean,4,Theater District; Hell's Kitchen; Midtown West
6132,the federal bar,367 Metropolitan Ave,New York,NY,11211,(718) 388-8641,bk.thefederalbar.com,1,Bars;American (New),4.5,Williamsburg - North Side
6133,hollow nickel,494 Atlantic Ave,New York,NY,11217,(929) 226-1966,hollownickel.com,1,Pubs;American (Traditional),4,Boerum Hill
6134,barbuto,775 Washington St,New York,NY,10014,(212) 924-9700,barbutonyc.com,1,Italian;American (New),4,West Village
6135,el cocotero,228 W 18th St,New York,NY,10011,(212) 206-8930,cocotero-restaurant.com,1,Latin American,4,Chelsea
6136,the castello plan,1213 Cortelyou Rd,New York,NY,11218,(718) 856-8888,thecastelloplan.com,1,Bars;American (New),4,Flatbush
6137,uglyduckling,166 Smith St,New York,NY,11201,(718) 451-3825,uglyduckling-bk.com,1,American (Traditional);Gastropubs,4,Cobble Hill
6138,beco,45 Richardson St,New York,NY,11211,(718) 599-1645,becobar.com,1,Brazilian;Bars,4,Williamsburg - North Side
6139,taverna kyclades,228 1st Ave,New York,NY,10009,(212) 432-0011,tavernakyclades.com,1,Greek;Seafood,4,Stuyvesant Town; East Village
6140,champs,197 Meserole St,New York,NY,11206,(718) 599-2743,champsdiner.com,1,Vegan;Bakeries;Diners,4,East Williamsburg
6141,queens comfort,40-09 30th Ave,New York,NY,11103,(718) 728-2350,queenscomfort.com,1,Breakfast & Brunch;American (New);Comfort Food,4,Astoria
6142,mark,33 St Marks Pl,New York,NY,10003,(212) 677-3132,stmarksburger.com,0,Burgers,4,East Village
6143,tavern on jane,31 8th Ave,New York,NY,10014,(212) 675-2526,tavernonjane.com,1,American (New),4,West Village
6144,the stanton social,99 Stanton St,New York,NY,10002,(212) 995-0099,thestantonsocial.com,1,Tapas/Small Plates;Bars,4,Lower East Side
6145,friedman__,132 W 31st St,New York,NY,10001,(212) 971-9400,friedmanslunch.com,1,American (New);Gluten-Free;Breakfast & Brunch,4,Midtown West
6146,tchoup shop,50 Wyckoff Ave,New York,NY,11237,(347) 223-2710,tchoupshop.com,1,Cajun/Creole;Southern;Caterers,4.5,Bushwick
6147,il bambino,34-08 31st Ave,New York,NY,11106,(718) 626-0087,ilbambinonyc.com,1,Italian;Sandwiches;Tapas Bars,4.5,Astoria
6148,the upsider,1004 2nd Ave,New York,NY,10022,(646) 726-4760,theupsidernyc.com,1,American (New);Breakfast & Brunch;Cocktail Bars,3.5,Midtown East
6149,aita,132 Greene Ave,New York,NY,11238,(718) 576-3584,aitarestaurant.com,1,Italian,4,Clinton Hill
6150,51st bakery and cafe,5-33 51st Ave,New York,NY,11101,(718) 707-0554,51stbakeryandcafe.com,0,Bakeries;Breakfast & Brunch;Cafes,4.5,Hunters Point; Long Island City
6151,kobeyaki,293 7th Ave,New York,NY,10001,(212) 242-5500,kobeyaki.com,1,Japanese;Sushi Bars;Burgers,4,Chelsea
6152,bistango,415 3rd Ave,New York,NY,10016,(212) 725-8484,bistangonyc.com,1,Italian;Gluten-Free,4,Midtown East; Kips Bay
6153,ital kitchen,1032 Union St,New York,NY,11225,(347) 405-9727,Italbk.com,1,Vegetarian;Live/Raw Food;Vegan,5,Crown Heights
6154,melt shop,111 Fulton St,New York,NY,10038,(646) 741-7910,meltshop.com,1,American (Traditional);Breakfast & Brunch;Sandwiches,4,Financial District
6155,monument lane,103 Greenwich Ave,New York,NY,10014,(212) 255-0155,monumentlane.com,1,American (New),4,West Village
6156,cheryl__ global soul,236 Underhill Ave,New York,NY,11238,(347) 529-2855,cherylsglobalsoul.com,1,American (New);Breakfast & Brunch;Diners,4,Prospect Heights
6157,bareburger,535 Laguardia Pl,New York,NY,10012,(212) 477-8125,bareburger.com,1,Burgers,4,Greenwich Village
6158,surfish peruvian bistro,351 5th Ave,New York,NY,11215,(718) 832-8200,surfishbistro.com,1,Latin American;Peruvian,4,Park Slope
6159,blue hill,75 Washington Pl,New York,NY,10011,(212) 539-1776,bluehillfarm.com,1,American (New),4.5,Greenwich Village
6160,casa del chef,39-06 64th St.,New York,NY,11377,(718) 457-9000,casadelchefny.com,1,American (New),4.5,Woodside
6161,diner,85 Broadway,New York,NY,11211,(718) 486-3077,dinernyc.com,1,American (New);Breakfast & Brunch,4,South Williamsburg
6162,brooklyn crab,24 Reed St,New York,NY,11231,(718) 643-2722,brooklyncrab.com,1,Seafood,3,Red Hook
6163,sunny and annie__,94 Ave B,New York,NY,10003,(212) 677-3131,sunnyandannies.com,0,Sandwiches;Delis;Grocery,4.5,East Village; Alphabet City
6164,calle ocho,Inside the Excelsior Hotel 45 W 81st St,New York,NY,10024,(212) 873-5025,calleochonyc.com,1,Cuban;Latin American,4,Upper West Side
6165,kefi,505 Columbus Ave,New York,NY,10024,(212) 873-0200,kefirestaurant.com,1,Greek;Mediterranean;Tapas/Small Plates,4,Upper West Side
6166,otb,141 Broadway Williamsburg,New York,NY,11211,(347) 763-1481,otbbk.com,1,American (New);Bars,4.5,Williamsburg - South Side; South Williamsburg
6167,ipanema restaurant,43 W 46th St,New York,NY,10036,(646) 791-7171,ipanemanyc.com,1,Brazilian;Latin American;Portuguese,4,Midtown West
6168,yakitori totto,251 W 55th St 2nd Fl,New York,NY,10019,(212) 245-4555,tottonyc.com,1,Japanese,4,Midtown West
6169,boqueria,53 W 19th St,New York,NY,10011,(212) 255-4160,boquerianyc.com,1,Spanish;Tapas Bars,4,Flatiron
6170,korchma taras bulba,357 W Broadway,New York,NY,10013,(212) 510-7510,tarasbulba.us,1,Russian;Ukrainian;Modern European,4.5,SoHo
6171,banhmigos,178 Lincoln Pl,New York,NY,11217,(718) 399-3812,banhmigos.com,0,Bubble Tea;Vietnamese;Sandwiches,4,Park Slope
6172,east wind snack shop,471 16th St,New York,NY,11215,(929) 295-0188,eastwindsnackshop.com,1,Chinese,4.5,Windsor Terrace
6173,five leaves,18 Bedford Ave,New York,NY,11222,(718) 383-5345,fiveleavesny.com,1,Breakfast & Brunch;American (New);Coffee & Tea,4,Greenpoint
6174,tribeca__ kitchen,200 Church St,New York,NY,10013,(646) 893-1022,tribecaskitchen.com,1,Sandwiches;American (New);Food Delivery Services,4,TriBeCa
6175,union bar & kitchen,300 Spring St,New York,NY,10013,(646) 791-0005,unionbarandkitchen.com,1,American (New);Bars,4.5,South Village
6176,la contenta,102 Norfolk St,New York,NY,10002,(212) 432-4180,lacontentanyc.com,1,Mexican;Bars;Breakfast & Brunch,4.5,Lower East Side
6177,983-bushwick__ living room,983 Flushing Ave,New York,NY,11206,(718) 386-1133,983bk.com,1,Comfort Food;American (Traditional),4,East Williamsburg; Bushwick
6178,amy ruth__,113 W 116th St,New York,NY,10026,(212) 280-8779,amyruths.com,1,Southern;Soul Food,4,Harlem
6179,briskettown,359 Bedford Ave,New York,NY,11211,(718) 701-8909,delaneybbq.com,1,American (Traditional);Barbeque,4,Williamsburg - South Side
6180,crescent grill,38-40 Crescent St,New York,NY,11101,(718) 729-4040,crescentgrill.com,1,American (New),4.5,Long Island City
6181,malatesta trattoria,649 Washington St,New York,NY,10014,(212) 741-1207,malatestatrattoria.com,1,Italian,4,West Village
6182,jack__ wife freda,224 Lafayette St,New York,NY,10012,(212) 510-8550,jackswifefreda.com,1,Breakfast & Brunch;Mediterranean,4,SoHo
6183,korzo,667 5th Ave,New York,NY,11215,(718) 499-1199,korzorestaurant.com,1,Modern European;Burgers,4,South Slope
6184,brooklyn beet company,7205 3rd Ave,New York,NY,11209,(347) 492-0020,korzorestaurant.com,1,Modern European,4.5,Bay Ridge
6185,lolo__ seafood shack,303 W 116th St,New York,NY,10026,(929) 256-2509,lolosseafoodshack.com,1,Seafood;Sandwiches,4.5,Harlem
6186,miramar,21 S End Ave,New York,NY,10280,(212) 964-3000,miramarnyc.com,1,Seafood;Mediterranean,4,Battery Park
6187,anable basin sailing bar & grill,4-40 44th Dr,New York,NY,11101,(646) 207-1333,anablebasin.com,1,Bars;Brazilian,4,Hunters Point
6188,totto ramen,366 W 52nd St,New York,NY,10019,(212) 582-0052,tottoramen.com,1,Ramen,4,Theater District; Hell's Kitchen; Midtown West
6189,the jeffrey craft beer & bites,311 E 60th St,New York,NY,10022,(212) 355-2337,thejeffreynyc.com,1,Bars;Gastropubs;American (New),4,Upper East Side
6190,ponty bistro,218 3rd Ave,New York,NY,10003,(212) 777-1616,pontybistro.com,1,African;French,4,Gramercy
6191,the boil,139 Chrystie St,New York,NY,10002,(212) 925-8815,theboilny.com,1,Cajun/Creole;Seafood,4.5,Lower East Side
6192,room 55,75-01 88th St,New York,NY,11385,(718) 897-0055,room55ny.com,1,American (New);Tapas/Small Plates,4.5,Glendale
6193,de mole,4502 48th Ave,New York,NY,11377,(718) 392-2161,demolenyc.com,1,Mexican,4,Sunnyside
6194,hudson clearwater,447 Hudson St,New York,NY,10014,(212) 989-3255,hudsonclearwater.com,1,American (New),4,West Village
6195,natureworks,113 E 31st St,New York,NY,10016,(212) 725-1411,natureworksrestaurant.com,1,American (New);Mediterranean,4,Midtown East
6196,thelma on clinton,29A Clinton St,New York,NY,10002,(212) 979-8471,thelmaonclinton.com,1,American (New),4,Lower East Side
6197,sushi nakazawa,23 Commerce St,New York,NY,10014,(212) 924-2212,sushinakazawa.com,1,Japanese;Sushi Bars,4.5,West Village
6198,mezetto,161 E Houston St,New York,NY,10002,(212) 933-4587,mezetto.com,1,Mediterranean;Tapas/Small Plates;Middle Eastern,4,Lower East Side
6199,porteno restaurant,299 10th Ave,New York,NY,10001,(212) 695-9694,portenonyc.com,1,Argentine,4.5,Chelsea
6200,hourglass tavern,373 W 46th St,New York,NY,10036,(212) 265-2060,hourglasstavern.com,1,Breakfast & Brunch,4,Theater District; Hell's Kitchen; Midtown West
6201,zutto japanese american pub,77 Hudson St,New York,NY,10013,(212) 233-3287,zuttonyc.com,1,Asian Fusion;Japanese;Sushi Bars,4,TriBeCa
